Time [d]	Flux	Sigma
--------	----	-----
57683.3411111100	5975799.6335873548	2488.6196289062
57683.3428937100	5975215.2512688506	2488.3901367188
57683.3446759300	5977725.6399142779	2488.9086914062
57683.3464585200	5982532.5260509495	2489.6542968750
57683.3482407400	5988455.6081600916	2490.6708984375
57683.3500233400	5982146.2680615345	2489.4458007812
57683.3518059300	5987611.7643654905	2490.4204101562
57683.3535881500	5991465.2573446054	2491.0305175781
57683.3553703700	5989979.3242955413	2490.6877441406
57683.3571529700	5990037.2687479267	2490.6772460938
57683.3589351900	5988640.6435617376	2490.2770996094
57683.3607177800	5995727.9129357450	2491.8105468750
57683.3625000000	5992187.9995507151	2490.9990234375
57683.3637651900	3005706.2975228797	1771.4942626953
57683.4012848200	5987189.6493292768	2492.7600097656
57683.4030670400	5991146.4795114705	2492.9814453125
57683.4048496300	5990751.9955539862	2492.3083496094
57683.4066318600	5993305.0972762126	2492.5861816406
57683.4084144500	5992651.8933271486	2492.1835937500
57683.4101966700	5990340.7780247368	2491.4440917969
57683.4119792600	5992020.5794586241	2491.7685546875
57683.4137614800	5992559.8486291980	2491.6794433594
57683.4155440800	5986179.8114437247	2490.2397460938
57683.4173263000	5994483.5366378361	2491.7690429688
57683.4191088900	5992724.8336427659	2491.7995605469
57683.4208911100	5991740.4208575832	2491.1540527344
57683.4226737100	5990449.4851171449	2490.8322753906
57683.4244559300	5992549.7574323304	2491.2124023438
57683.4262385200	5988899.8218757622	2490.5129394531
57683.4280207400	5991616.1579378508	2491.0864257812
57683.4298033400	5993115.6347701112	2491.3891601562
57683.4675233400	5904739.9926929027	2476.7067871094
57683.4693055600	5899095.8161217850	2474.6401367188
57683.4710881500	5901704.2352893166	2474.4980468750
57683.4728703700	5896557.2348690378	2473.2194824219
57683.4746529700	5893589.5183589421	2472.5117187500
57683.4764351900	5893680.9478037385	2472.2934570312
57683.4782177800	5883973.7378457300	2470.3012695312
57683.4800000000	5895775.4978265651	2472.4279785156
57683.4817826000	5889411.6264235023	2470.9580078125
57683.4835648200	5886857.0224210098	2470.2573242188
57683.4853474100	5891156.8617111165	2471.1999511719
57683.4871296300	5888231.9422335839	2470.3684082031
57683.4889122300	5890637.3744276911	2471.0688476562
57683.4906944500	5893722.0359855983	2471.6596679688
57683.4924770400	5890958.6776266797	2470.9448242188
57683.4942592600	5893286.1879812628	2471.5478515625
57683.4960418600	5901639.2909168601	2473.1450195312
57683.5337614800	5991011.8174387431	2494.3974609375
57683.5355440800	5980454.0908488045	2491.3642578125
57683.5373263000	5983112.3418781599	2491.4460449219
57683.5391088900	5977781.4591741739	2490.0917968750
57683.5408911100	5980565.9488051599	2490.2585449219
57683.5426737100	5983179.1658245008	2490.5866699219
57683.5444559300	5986933.3238883298	2491.1179199219
57683.5462385200	5986847.8253704039	2491.0102539062
57683.5480207400	5984221.5584306084	2490.2004394531
57683.5498033400	5987214.6642365307	2490.7602539062
57683.5515855600	5984585.3746949574	2490.2153320312
57683.5533681500	5988881.5389327817	2490.9277343750
57683.5551503700	5984648.5140828639	2489.9226074219
57683.5569329700	5983229.1782600721	2489.5888671875
57683.5587151900	5990116.5184856821	2491.0407714844
57683.5604977800	5983760.2689623386	2489.8395996094
57683.5622800000	5984309.7405180056	2489.8454589844
