Time [d]	Flux	Sigma
--------	----	-----
57683.3411111100	5900213.0776671227	2443.6315917969
57683.3428937100	5902986.1712109204	2443.9997558594
57683.3446759300	5905797.8645904958	2444.6679687500
57683.3464585200	5908693.5288031809	2445.1555175781
57683.3482407400	5909315.5653288830	2445.0043945312
57683.3500233400	5915935.8783640526	2446.4042968750
57683.3518059300	5916729.7057991177	2446.6633300781
57683.3535881500	5920476.6809130507	2447.4414062500
57683.3553703700	5915657.6874615848	2446.4313964844
57683.3571529700	5919255.2258576844	2447.1894531250
57683.3589351900	5915561.7757476391	2446.3579101562
57683.3607177800	5921359.9978907537	2447.7180175781
57683.3625000000	5922061.5004447559	2447.8737792969
57683.3637651900	2984371.7820857763	1743.1915283203
57683.4012848200	5918642.6773541132	2448.3688964844
57683.4030670400	5921589.8057322185	2448.4230957031
57683.4048496300	5915336.2075164448	2446.7980957031
57683.4066318600	5918518.8891516570	2447.1696777344
57683.4084144500	5917652.0717682689	2446.7285156250
57683.4101966700	5918761.7149651106	2447.0722656250
57683.4119792600	5926259.7220433550	2448.3923339844
57683.4137614800	5922171.5178079279	2447.2573242188
57683.4155440800	5917784.3021548782	2446.3012695312
57683.4173263000	5923685.0347614149	2447.6574707031
57683.4191088900	5920483.1116352780	2447.2297363281
57683.4208911100	5921161.4495930569	2447.4365234375
57683.4226737100	5919299.3200647524	2447.1748046875
57683.4244559300	5917507.9647741243	2446.5603027344
57683.4262385200	5927705.6266973745	2448.6452636719
57683.4280207400	5921328.4021524712	2447.1743164062
57683.4298033400	5916258.5465811212	2446.2602539062
57683.4675233400	5847247.9978840314	2434.7702636719
57683.4693055600	5838285.6937911892	2431.8276367188
57683.4710881500	5832635.3321597213	2429.9826660156
57683.4728703700	5832637.8226357391	2429.7097167969
57683.4746529700	5829476.1088287700	2429.0812988281
57683.4764351900	5825262.1592084980	2428.0981445312
57683.4782177800	5820830.0780005911	2427.1696777344
57683.4800000000	5826744.7231151350	2428.1845703125
57683.4817826000	5822492.0654170243	2427.4260253906
57683.4835648200	5817449.4066057112	2426.5173339844
57683.4853474100	5823442.9761164086	2427.8229980469
57683.4871296300	5824447.1112026256	2427.8774414062
57683.4889122300	5824146.8385817055	2427.6716308594
57683.4906944500	5828047.3138441807	2428.5642089844
57683.4924770400	5829144.0995742716	2428.8007812500
57683.4942592600	5829135.2521902137	2428.9218750000
57683.4960418600	5831962.1490495913	2429.2746582031
57683.5337614800	5913510.7958950754	2447.7382812500
57683.5355440800	5915788.5403324123	2447.4887695312
57683.5373263000	5913805.2652822882	2446.3105468750
57683.5391088900	5913767.9510528389	2445.9624023438
57683.5408911100	5913643.2160155149	2445.6894531250
57683.5426737100	5918222.6341299955	2446.5720214844
57683.5444559300	5918587.0789046492	2446.4785156250
57683.5462385200	5917211.6367166592	2446.1828613281
57683.5480207400	5918530.4674074026	2446.2316894531
57683.5498033400	5919032.3636084013	2446.4545898438
57683.5515855600	5916742.0028167795	2445.9833984375
57683.5533681500	5916868.7315376373	2446.2575683594
57683.5551503700	5917665.0075450046	2446.3215332031
57683.5569329700	5920334.2057670010	2446.7631835938
57683.5587151900	5914356.4926006347	2445.6896972656
57683.5604977800	5917757.6413479168	2446.2241210938
57683.5622800000	5914807.5752080567	2445.7453613281
