Time [d]	Flux	Sigma
--------	----	-----
57683.3411111100	6128902.8334170952	2488.5832519531
57683.3428937100	6138869.6781928865	2490.3259277344
57683.3446759300	6140743.2896892130	2490.7116699219
57683.3464585200	6149187.9756323807	2492.1008300781
57683.3482407400	6145242.0739731714	2491.3688964844
57683.3500233400	6150440.1853998667	2492.3095703125
57683.3518059300	6148956.3698028633	2491.9462890625
57683.3535881500	6152918.9411720643	2492.7666015625
57683.3553703700	6149963.0050083734	2492.2683105469
57683.3571529700	6151590.0259602685	2492.7846679688
57683.3589351900	6151289.9658461548	2492.5012207031
57683.3607177800	6150637.2738518454	2492.4934082031
57683.3625000000	6153243.1612228490	2492.9101562500
57683.3637651900	3102625.5038055284	1776.4311523438
57683.4012848200	6147523.6447951999	2493.5783691406
57683.4030670400	6147558.7443674970	2492.8437500000
57683.4048496300	6152341.5204953924	2493.4907226562
57683.4066318600	6150765.1899813870	2492.9267578125
57683.4084144500	6151065.7054875297	2492.7687988281
57683.4101966700	6150280.3949077446	2492.3432617188
57683.4119792600	6147308.1559204720	2491.7434082031
57683.4137614800	6147787.8824414574	2491.7116699219
57683.4155440800	6154062.0559516521	2492.8903808594
57683.4173263000	6169470.9230243433	2495.8269042969
57683.4191088900	6152898.9097475801	2492.6506347656
57683.4208911100	6152753.1710937489	2492.7944335938
57683.4226737100	6149243.3529138984	2492.0107421875
57683.4244559300	6154266.1722053764	2492.9611816406
57683.4262385200	6152450.5411331300	2492.6840820312
57683.4280207400	6152148.1374778142	2492.3725585938
57683.4298033400	6154369.2506762547	2492.8579101562
57683.4675233400	6067475.0217798594	2478.2387695312
57683.4693055600	6066765.7123862086	2477.0976562500
57683.4710881500	6063766.8326964388	2475.8383789062
57683.4728703700	6057955.6118923621	2474.3815917969
57683.4746529700	6059916.4552082438	2474.8420410156
57683.4764351900	6050119.9596557850	2472.8395996094
57683.4782177800	6055527.8799790666	2473.6472167969
57683.4800000000	6047911.2743377984	2472.1520996094
57683.4817826000	6052668.4898816124	2472.9946289062
57683.4835648200	6049071.7103936989	2472.2563476562
57683.4853474100	6048824.3400949538	2472.3188476562
57683.4871296300	6049826.6577045899	2472.4763183594
57683.4889122300	6054272.7764064102	2473.3364257812
57683.4906944500	6053748.1353691043	2473.1481933594
57683.4924770400	6054173.7251441516	2473.1240234375
57683.4942592600	6055486.1430911468	2473.6621093750
57683.4960418600	6058501.4632244594	2474.2072753906
57683.5337614800	6147037.6591794472	2493.7031250000
57683.5355440800	6143391.9565583430	2492.0695800781
57683.5373263000	6146886.8994380143	2492.3408203125
57683.5391088900	6147678.6819814919	2492.1623535156
57683.5408911100	6148429.6266343640	2491.8273925781
57683.5426737100	6149831.4384575179	2492.3288574219
57683.5444559300	6146456.8879815899	2491.4736328125
57683.5462385200	6147792.5447642999	2491.6003417969
57683.5480207400	6148176.7715113163	2491.5488281250
57683.5498033400	6148942.3507334013	2491.8339843750
57683.5515855600	6149276.6384234065	2491.8471679688
57683.5533681500	6149146.1792260353	2491.7106933594
57683.5551503700	6150714.8150380794	2492.1450195312
57683.5569329700	6148052.7009082623	2491.5305175781
57683.5587151900	6149741.8244541809	2491.9018554688
57683.5604977800	6141565.7208901653	2490.3120117188
57683.5622800000	6148056.7833094634	2491.6665039062
