Time [d]	Flux	Sigma
--------	----	-----
57683.3411111100	5824829.7438788470	2458.0371093750
57683.3428937100	5835765.4379449962	2460.0874023438
57683.3446759300	5838025.1628434211	2460.3808593750
57683.3464585200	5847236.8337282520	2462.1323242188
57683.3482407400	5850901.5481853243	2462.6035156250
57683.3500233400	5847707.8418350304	2462.0466308594
57683.3518059300	5849012.1000405494	2462.1381835938
57683.3535881500	5847746.6459060172	2461.8479003906
57683.3553703700	5848490.1995007209	2462.0336914062
57683.3571529700	5852708.9560089223	2462.7802734375
57683.3589351900	5854434.2268080069	2463.0349121094
57683.3607177800	5855665.1576047819	2463.3337402344
57683.3625000000	5848064.5674947165	2461.8442382812
57683.3637651900	2932476.7175930035	1750.6608886719
57683.4012848200	5844053.8035297319	2463.6767578125
57683.4030670400	5845677.0809774622	2463.2980957031
57683.4048496300	5847385.5923710987	2463.1503906250
57683.4066318600	5848536.5066274665	2463.2426757812
57683.4084144500	5852089.2275022110	2463.5910644531
57683.4101966700	5853398.6886323681	2463.5297851562
57683.4119792600	5848231.0729440413	2462.4987792969
57683.4137614800	5853763.6374767069	2463.4489746094
57683.4155440800	5847104.6380971037	2462.1601562500
57683.4173263000	5858843.0216537071	2464.3610839844
57683.4191088900	5849518.1251224475	2462.5114746094
57683.4208911100	5849972.7468223795	2462.4428710938
57683.4226737100	5851992.0931094149	2462.8378906250
57683.4244559300	5856876.5954362480	2463.7258300781
57683.4262385200	5854547.1040844740	2463.1936035156
57683.4280207400	5852340.5976504190	2462.8679199219
57683.4298033400	5848380.1207518708	2461.9860839844
57683.4675233400	5771440.8095387761	2449.2243652344
57683.4693055600	5764847.1337881722	2446.9609375000
57683.4710881500	5763826.7695652945	2446.3366699219
57683.4728703700	5763189.7398581076	2445.8698730469
57683.4746529700	5754822.1422591964	2443.8815917969
57683.4764351900	5757203.8581762314	2444.1950683594
57683.4782177800	5756679.6359680425	2444.0212402344
57683.4800000000	5754560.8052354176	2443.4055175781
57683.4817826000	5752084.8064290741	2442.8728027344
57683.4835648200	5752670.3480037190	2442.6750488281
57683.4853474100	5754192.0537773250	2442.9824218750
57683.4871296300	5752632.5901933275	2442.7011718750
57683.4889122300	5751148.6258992711	2442.4096679688
57683.4906944500	5753059.6814988116	2442.6921386719
57683.4924770400	5760733.2655389588	2444.1721191406
57683.4942592600	5754727.7414688421	2443.0949707031
57683.4960418600	5758769.0966079123	2443.8898925781
57683.5337614800	5841301.7652493212	2463.8776855469
57683.5355440800	5844004.7876308672	2463.5700683594
57683.5373263000	5841861.3208735585	2462.5200195312
57683.5391088900	5844868.0412009703	2462.6948242188
57683.5408911100	5847038.7584547168	2463.0932617188
57683.5426737100	5843966.3460445311	2462.1835937500
57683.5444559300	5845373.1562563628	2462.0622558594
57683.5462385200	5839284.2047324069	2460.9128417969
57683.5480207400	5851032.7070885608	2463.0581054688
57683.5498033400	5844664.7444545571	2461.7299804688
57683.5515855600	5842226.0957539147	2461.2719726562
57683.5533681500	5851690.3589254282	2463.0063476562
57683.5551503700	5847181.4820417166	2461.8903808594
57683.5569329700	5847925.8604336455	2462.1713867188
57683.5587151900	5843048.9261831762	2461.1584472656
57683.5604977800	5846183.3272526599	2461.7026367188
57683.5622800000	5845541.5229154304	2461.7492675781
