Time [d]	Flux	Sigma
--------	----	-----
57683.3411111100	5480426.5841306187	2386.7880859375
57683.3428937100	5485476.9239479788	2387.6286621094
57683.3446759300	5488191.6888794005	2388.2873535156
57683.3464585200	5491218.6108650584	2388.4650878906
57683.3482407400	5494054.3704156298	2388.9892578125
57683.3500233400	5500189.0094902385	2390.2856445312
57683.3518059300	5496855.4261873169	2389.5705566406
57683.3535881500	5501494.0637497809	2390.6987304688
57683.3553703700	5501067.9825011920	2390.3957519531
57683.3571529700	5501215.4126848113	2390.4943847656
57683.3589351900	5499767.2606478008	2390.3256835938
57683.3607177800	5500137.3416782711	2390.3037109375
57683.3625000000	5499318.2523089880	2390.0139160156
57683.3637651900	2766780.4299101569	1702.1982421875
57683.4012848200	5494844.8793248199	2391.0788574219
57683.4030670400	5499079.3283746960	2391.4223632812
57683.4048496300	5500079.9481467213	2391.1633300781
57683.4066318600	5498212.5209340798	2390.3395996094
57683.4084144500	5497762.8511548042	2390.0402832031
57683.4101966700	5505946.5526193995	2391.6870117188
57683.4119792600	5506117.8608889747	2391.6425781250
57683.4137614800	5501105.0678104740	2390.4235839844
57683.4155440800	5502767.5174068101	2390.7238769531
57683.4173263000	5503837.5783338612	2390.9001464844
57683.4191088900	5503374.4420456626	2390.9631347656
57683.4208911100	5501190.1341475789	2390.4916992188
57683.4226737100	5503315.0688104583	2391.0915527344
57683.4244559300	5502071.4148627659	2390.5864257812
57683.4262385200	5499728.6064173784	2390.1943359375
57683.4280207400	5499420.3489572667	2389.8684082031
57683.4298033400	5501771.2467674138	2390.5603027344
57683.4675233400	5421616.9344453085	2376.0278320312
57683.4693055600	5424041.1704057101	2375.7805175781
57683.4710881500	5422590.4314345894	2374.6174316406
57683.4728703700	5418542.1183131719	2373.5273437500
57683.4746529700	5415451.7913074400	2372.9323730469
57683.4764351900	5411416.1704768483	2371.8808593750
57683.4782177800	5411647.4547536559	2371.8356933594
57683.4800000000	5414461.4991507772	2372.2395019531
57683.4817826000	5408081.1851055138	2370.7246093750
57683.4835648200	5406784.6050458960	2370.5529785156
57683.4853474100	5410336.3444933770	2371.3457031250
57683.4871296300	5412934.7183670085	2371.8818359375
57683.4889122300	5410683.8027511677	2371.5605468750
57683.4906944500	5411737.6720561674	2371.6596679688
57683.4924770400	5412972.8117284132	2371.8112792969
57683.4942592600	5423811.1290524621	2374.2348632812
57683.4960418600	5423997.6917324616	2374.0979003906
57683.5337614800	5494597.3752533160	2391.5549316406
57683.5355440800	5499683.9782582633	2391.8132324219
57683.5373263000	5500817.7528906837	2391.4797363281
57683.5391088900	5498612.5120293442	2390.6330566406
57683.5408911100	5496410.8204246778	2389.8200683594
57683.5426737100	5500442.1506764535	2390.3977050781
57683.5444559300	5500124.2115965309	2390.2612304688
57683.5462385200	5500584.7622565059	2390.0578613281
57683.5480207400	5500076.1187384352	2390.2053222656
57683.5498033400	5498425.8438081872	2389.8027343750
57683.5515855600	5498818.5248062937	2389.7768554688
57683.5533681500	5501246.3363206564	2390.3613281250
57683.5551503700	5493222.4646941582	2388.6047363281
57683.5569329700	5505975.6280426010	2391.3186035156
57683.5587151900	5491477.0571701340	2388.4538574219
57683.5604977800	5501844.2613821002	2390.3605957031
57683.5622800000	5501349.7494335957	2390.2001953125
