Time [d]	Flux	Sigma
--------	----	-----
57683.3411111100	5616017.5678136870	2386.0966796875
57683.3428937100	5621098.5523637747	2386.9072265625
57683.3446759300	5628255.7994113239	2388.4765625000
57683.3464585200	5636109.8304098053	2389.8911132812
57683.3482407400	5636821.8051010296	2389.8984375000
57683.3500233400	5640074.6992658563	2390.5842285156
57683.3518059300	5637020.2964425189	2390.0314941406
57683.3535881500	5632943.2779587321	2389.1179199219
57683.3553703700	5637339.3739784304	2390.0239257812
57683.3571529700	5641865.2156788511	2391.0515136719
57683.3589351900	5636129.6793815466	2389.6389160156
57683.3607177800	5638615.9355538497	2390.2331542969
57683.3625000000	5644597.3989708219	2391.6760253906
57683.3637651900	2837457.8996700984	1701.1009521484
57683.4012848200	5629775.6471299287	2390.0451660156
57683.4030670400	5643650.4001167892	2392.3410644531
57683.4048496300	5637547.1298514735	2390.6958007812
57683.4066318600	5637960.0250951443	2390.2504882812
57683.4084144500	5635911.2678751703	2389.8813476562
57683.4101966700	5638093.3831266090	2390.3718261719
57683.4119792600	5643868.2332666731	2391.3967285156
57683.4137614800	5637924.8417723505	2389.8947753906
57683.4155440800	5642878.0511775762	2390.9147949219
57683.4173263000	5639573.9433736037	2390.2336425781
57683.4191088900	5641937.6202012552	2390.7871093750
57683.4208911100	5645681.8047216283	2391.6394042969
57683.4226737100	5643601.8606652161	2391.3283691406
57683.4244559300	5641857.9254134418	2390.7121582031
57683.4262385200	5641822.8254696429	2390.8090820312
57683.4280207400	5640330.2611456849	2390.5261230469
57683.4298033400	5636080.5379545176	2389.6284179688
57683.4675233400	5566253.6927667381	2377.5954589844
57683.4693055600	5558957.1650815876	2375.2880859375
57683.4710881500	5550863.2272516983	2372.8017578125
57683.4728703700	5555667.3273079731	2373.4389648438
57683.4746529700	5550437.0166485999	2372.3269042969
57683.4764351900	5548341.7419466982	2371.7106933594
57683.4782177800	5543279.0560399937	2370.7939453125
57683.4800000000	5547109.1283021085	2371.1245117188
57683.4817826000	5541192.0836293604	2370.0898437500
57683.4835648200	5547287.8396457210	2371.2749023438
57683.4853474100	5546424.9406043226	2371.3190917969
57683.4871296300	5547088.7912545465	2371.4025878906
57683.4889122300	5551293.1159612387	2371.9899902344
57683.4906944500	5548046.9314401755	2371.6237792969
57683.4924770400	5553128.0676585874	2372.5617675781
57683.4942592600	5557482.3916630670	2373.6105957031
57683.4960418600	5560499.5800612522	2373.9597167969
57683.5337614800	5632862.4728458440	2391.1186523438
57683.5355440800	5632567.6488314793	2390.4018554688
57683.5373263000	5632766.6261953898	2389.7629394531
57683.5391088900	5637750.5589354141	2390.3535156250
57683.5408911100	5636336.4567981493	2389.8217773438
57683.5426737100	5632034.1814522557	2388.8100585938
57683.5444559300	5639419.3454307988	2390.2358398438
57683.5462385200	5639285.2691558264	2389.9504394531
57683.5480207400	5629861.2945109280	2387.9704589844
57683.5498033400	5636795.0787722925	2389.4531250000
57683.5515855600	5633333.0480362205	2388.8464355469
57683.5533681500	5639650.6606357200	2390.1506347656
57683.5551503700	5635598.6565631442	2389.3706054688
57683.5569329700	5636522.2376123313	2389.5322265625
57683.5587151900	5633571.5288516730	2388.9533691406
57683.5604977800	5632796.9010205939	2388.7387695312
57683.5622800000	5635307.2667565020	2389.2585449219
