Time [d]	Flux	Sigma
--------	----	-----
57683.3411111100	5450956.8968983758	2380.7326660156
57683.3428937100	5456317.9380982127	2381.5947265625
57683.3446759300	5463011.5939757638	2383.0219726562
57683.3464585200	5467443.9688526448	2383.9707031250
57683.3482407400	5470760.4006778933	2384.5166015625
57683.3500233400	5471539.1020624600	2384.3095703125
57683.3518059300	5469434.5556254974	2384.3332519531
57683.3535881500	5468279.0046686558	2383.5546875000
57683.3553703700	5473533.4690756723	2384.5375976562
57683.3571529700	5471190.3667883817	2384.0981445312
57683.3589351900	5470423.4392068721	2383.9833984375
57683.3607177800	5468670.7680881247	2383.6113281250
57683.3625000000	5474511.9434256814	2384.7272949219
57683.3637651900	2753929.4082511021	1699.1712646484
57683.4012848200	5467958.8276128331	2385.8537597656
57683.4030670400	5475497.5185297010	2387.2573242188
57683.4048496300	5474485.9383313898	2386.2211914062
57683.4066318600	5468370.1294800825	2384.6228027344
57683.4084144500	5480883.1033310415	2387.2375488281
57683.4101966700	5474871.2117580660	2385.4755859375
57683.4119792600	5476345.3151031518	2385.8837890625
57683.4137614800	5478505.1349797314	2386.2836914062
57683.4155440800	5480626.6322453674	2386.2929687500
57683.4173263000	5477451.9775320096	2385.9653320312
57683.4191088900	5476282.0141120069	2385.9128417969
57683.4208911100	5474514.0830095168	2385.0549316406
57683.4226737100	5477118.6934513617	2385.8872070312
57683.4244559300	5474681.5017282469	2384.8823242188
57683.4262385200	5472638.6402386483	2384.9184570312
57683.4280207400	5473330.8768641250	2385.1245117188
57683.4298033400	5476624.8184781261	2385.6079101562
57683.4675233400	5402276.0549404537	2373.1081542969
57683.4693055600	5395677.9553610934	2370.7094726562
57683.4710881500	5396003.6867959555	2369.6037597656
57683.4728703700	5393700.8767933510	2369.3471679688
57683.4746529700	5386895.9052688023	2367.3312988281
57683.4764351900	5386066.7203016113	2366.9799804688
57683.4782177800	5385524.0819603568	2366.7568359375
57683.4800000000	5382421.4545837352	2365.9184570312
57683.4817826000	5382760.6573583689	2365.8996582031
57683.4835648200	5381542.5839540381	2365.6625976562
57683.4853474100	5386095.0515749166	2366.8308105469
57683.4871296300	5379475.3140530977	2365.4843750000
57683.4889122300	5386174.8466471136	2366.7341308594
57683.4906944500	5386701.6485173907	2367.0004882812
57683.4924770400	5386884.4588865498	2366.5871582031
57683.4942592600	5387705.4948543794	2366.8449707031
57683.4960418600	5392909.2550654896	2368.0615234375
57683.5337614800	5466793.9957758319	2386.4980468750
57683.5355440800	5470303.7931522820	2386.3713378906
57683.5373263000	5469241.5680249669	2385.5915527344
57683.5391088900	5476710.6192243956	2387.1328125000
57683.5408911100	5473089.9913202524	2386.1677246094
57683.5426737100	5472083.1923813196	2385.1396484375
57683.5444559300	5468231.4465280091	2384.4826660156
57683.5462385200	5475657.3514314163	2385.8830566406
57683.5480207400	5473571.5114691947	2385.0866699219
57683.5498033400	5473227.6393381245	2385.3388671875
57683.5515855600	5467909.8556319494	2383.8928222656
57683.5533681500	5474004.1479809079	2385.4943847656
57683.5551503700	5467151.1121809827	2384.0954589844
57683.5569329700	5471128.4080140758	2384.4809570312
57683.5587151900	5472799.9674842246	2384.8605957031
57683.5604977800	5471204.9212993495	2384.4067382812
57683.5622800000	5473202.1863589184	2385.0166015625
