Time [d]	Flux	Sigma
--------	----	-----
57683.3411111100	6021735.1135394536	2467.5410156250
57683.3428937100	6027685.9212565944	2468.5568847656
57683.3446759300	6031593.6185973249	2469.3105468750
57683.3464585200	6032440.9986674571	2469.2744140625
57683.3482407400	6033177.8973624837	2469.2756347656
57683.3500233400	6036791.8003600826	2470.0156250000
57683.3518059300	6040006.3403463690	2470.6545410156
57683.3535881500	6039393.4775825776	2470.4880371094
57683.3553703700	6041898.2924651122	2470.8850097656
57683.3571529700	6041849.6941047115	2470.9770507812
57683.3589351900	6040100.8024393339	2470.7009277344
57683.3607177800	6043339.0356672965	2471.4460449219
57683.3625000000	6045270.3384593008	2471.7707519531
57683.3637651900	3035201.9910420291	1757.6250000000
57683.4012848200	6035210.6825563069	2471.4387207031
57683.4030670400	6041150.3754264088	2471.8945312500
57683.4048496300	6037893.7058692491	2471.0795898438
57683.4066318600	6040685.5803999817	2471.3063964844
57683.4084144500	6041390.4366026279	2471.1345214844
57683.4101966700	6038473.0713232560	2470.4624023438
57683.4119792600	6043912.3666646006	2471.4008789062
57683.4137614800	6042365.6534555713	2471.0031738281
57683.4155440800	6040948.8696426451	2470.6667480469
57683.4173263000	6048214.7959840642	2472.0065917969
57683.4191088900	6041465.0841622129	2470.8093261719
57683.4208911100	6041036.7741666157	2470.7573242188
57683.4226737100	6040015.8755969694	2470.4790039062
57683.4244559300	6044955.2206828939	2471.5837402344
57683.4262385200	6046416.9916244522	2471.9912109375
57683.4280207400	6043519.6354852049	2471.2543945312
57683.4298033400	6044419.8275837163	2471.4694824219
57683.4675233400	5959289.9284119317	2456.8732910156
57683.4693055600	5954624.5102000507	2454.9201660156
57683.4710881500	5950415.3936015395	2453.3818359375
57683.4728703700	5951791.9374911077	2453.4777832031
57683.4746529700	5947423.6359294187	2452.5771484375
57683.4764351900	5938694.1967509948	2450.7053222656
57683.4782177800	5942266.3156908620	2451.2275390625
57683.4800000000	5941903.3854301609	2451.2143554688
57683.4817826000	5949378.4260658789	2452.6049804688
57683.4835648200	5941060.2441166518	2450.7353515625
57683.4853474100	5940900.9901554333	2450.8020019531
57683.4871296300	5937427.3500256203	2450.3588867188
57683.4889122300	5943058.9219624819	2451.3908691406
57683.4906944500	5946637.5157529954	2452.0273437500
57683.4924770400	5940760.1010910682	2450.7749023438
57683.4942592600	5951808.4422406489	2453.0122070312
57683.4960418600	5949815.8595405770	2452.7587890625
57683.5337614800	6032912.0204617567	2471.2883300781
57683.5355440800	6030246.8686342174	2469.9841308594
57683.5373263000	6038893.9444828443	2471.0463867188
57683.5391088900	6039327.7556871939	2470.8977050781
57683.5408911100	6032666.3162584351	2469.3044433594
57683.5426737100	6036007.6722416133	2469.8891601562
57683.5444559300	6037973.9958113730	2470.2292480469
57683.5462385200	6040781.5146778701	2470.6083984375
57683.5480207400	6036895.8276577098	2469.6735839844
57683.5498033400	6039519.5521869212	2470.2282714844
57683.5515855600	6042608.2040933920	2470.9152832031
57683.5533681500	6037265.7423185157	2469.7958984375
57683.5551503700	6037991.1486168280	2470.0031738281
57683.5569329700	6039759.5749745192	2470.2441406250
57683.5587151900	6039443.0267547071	2470.3320312500
57683.5604977800	6033493.4264825219	2469.1098632812
57683.5622800000	6042815.0928430818	2470.8139648438
