    0.999937835048889223E+00   -0.371923016927217269E-02    0.142973063445176103E+04    0.486310777234517065E-02    0.123297708843069995E+04   -0.332703333513515318E+02
    0.999860241412386275E+00   -0.176371753388865132E-02    0.399859733665833846E+04    0.254555308874844814E-02    0.189479356728876974E+04   -0.317352038425547001E+02
    0.999938529800775577E+00   -0.195426385259842017E-02    0.138148635969560291E+04    0.254338605309817898E-02    0.951644899826301298E+03   -0.308425238984453962E+02
    0.999967109200445403E+00   -0.129155514201077532E-02    0.208712429990986038E+04    0.190364221452798488E-02    0.102119587263552330E+04   -0.301233879949614405E+02
    0.999990815615068751E+00   -0.376376865669271780E-02    0.104579964363162071E+04    0.494601803083306868E-02    0.978544539195491780E+03   -0.299347683144937200E+02
    0.100012596684736743E+01    0.358238724868009781E-03    0.306448288128146487E+04    0.608685999274085439E-03    0.190101959690982767E+03   -0.297445754650471947E+02
    0.999923935353618343E+00   -0.156781069545685117E-02    0.236585649614161775E+04    0.238514983325202341E-02    0.171561967408630153E+04   -0.295976440212751726E+02
    0.999932513914874033E+00    0.575338337408249885E-04    0.322836884753301092E+04    0.771234523324589483E-03    0.493237719196345097E+03   -0.295620071712400865E+02
    0.999873909666869953E+00    0.163713454937738478E-03    0.230829247768941332E+04    0.552641786292241261E-03    0.664193628707961579E+03   -0.294911357056137895E+02
    0.999865012706649736E+00   -0.155541580732881414E-02    0.353228353945046001E+04    0.225920510414776964E-02    0.180261824652156247E+04   -0.292808359505568063E+02
    0.999860028882163632E+00   -0.105258176740653255E-03    0.282203311784633661E+04    0.103662165669259087E-02    0.127673404414834658E+04   -0.292310501986469120E+02
    0.999889095986521426E+00   -0.304839918365897109E-03    0.659051427426517876E+03    0.132666133390260438E-02    0.103689788919152943E+04   -0.291639438111455185E+02
    0.100006658755454447E+01    0.550042822591303385E-05    0.450885528951051674E+04    0.970149125460026277E-03    0.710440570721173572E+03   -0.290437533075730627E+02
    0.100008794445884908E+01    0.989510349905221528E-04    0.124217315806202350E+03    0.779745365261937757E-03    0.687906342575499366E+03   -0.289950584286163924E+02
    0.999865406653262401E+00   -0.260198210944219974E-02    0.257470946489894141E+04    0.337131694280918279E-02    0.198649695856107337E+04   -0.287016243450820383E+02
    0.999866548242145381E+00   -0.207296246772650881E-02    0.176346751439820582E+04    0.295563779190924055E-02    0.156454233540806763E+04   -0.286573834722561571E+02
    0.100003445133956625E+01   -0.127187183671134143E-03    0.363432671447300345E+04    0.930382228043069017E-03    0.718331171387040740E+03   -0.285964517641036622E+02
    0.999954266969664496E+00   -0.247203835003161022E-02    0.140712189901263446E+04    0.309710712919713561E-02    0.103667568594759905E+04   -0.284344023677618019E+02
    0.100001492469744813E+01   -0.469764263830293669E-03    0.447744165244655960E+04    0.149428888336791427E-02    0.928695962590230920E+03   -0.283916753825388462E+02
    0.999896572952526319E+00   -0.390568604955520023E-03    0.253117528283543379E+04    0.110188869529786082E-02    0.124567565707215090E+04   -0.283825580340275501E+02
    0.999927016149501524E+00   -0.406199946404894353E-02    0.210109954740694593E+04    0.471919829934838893E-02    0.163196114506096546E+04   -0.282406654354858162E+02
    0.999915274373827656E+00   -0.306704432371723368E-03    0.260398020246136639E+04    0.113644217065839983E-02    0.747304593523387666E+03   -0.282329822698285646E+02
    0.999943093280815876E+00   -0.103467353564191391E-02    0.290680886145866498E+04    0.201559793796979954E-02    0.153282761944436243E+04   -0.281162427275381965E+02
    0.999853082624548528E+00   -0.417319020311915866E-03    0.409145944797649463E+04    0.113062028850974229E-02    0.127472372773068219E+04   -0.281122028468616421E+02
    0.999890096954254792E+00    0.132374832158597933E-03    0.251164158991203476E+04    0.703970659413055136E-03    0.103655121199673249E+04   -0.280757966480803240E+02
    0.100007954672244281E+01   -0.253450178235412656E-02    0.565634670473707956E+03    0.365665191080496608E-02    0.535096952330957720E+03   -0.280744173764161431E+02
    0.100003095894775273E+01   -0.463066577704358351E-03    0.385727687291101756E+04    0.148583232995312350E-02    0.892919728196933647E+03   -0.280095463705507690E+02
    0.999964422989742863E+00   -0.688622236056810446E-03    0.381917942937852058E+04    0.137117066293462224E-02    0.105934184115655898E+04   -0.279653475455035654E+02
    0.100001931139551004E+01   -0.651018711220736988E-04    0.273090923118024966E+04    0.906236052878984328E-03    0.764524416049466709E+03   -0.279469323964125493E+02
    0.999998072336229282E+00    0.835433183189043804E-05    0.377879867933408968E+04    0.103367773569834035E-02    0.940955554736039630E+03   -0.279240097404023722E+02
    0.100003647881504287E+01   -0.381880951409375351E-02    0.117584295510853372E+04    0.494309321895219402E-02    0.104610008844806543E+04   -0.279139480409185659E+02
    0.999874050306457263E+00   -0.102849825496023357E-02    0.322339555051821299E+04    0.174322418805116365E-02    0.162508447421739311E+04   -0.278933161861223624E+02
    0.999955165292200188E+00   -0.415375362877896427E-02    0.104400376115904328E+04    0.527327630855228303E-02    0.999209804365809759E+03   -0.278754512487094956E+02
    0.999944642132631012E+00   -0.561719301235456088E-03    0.148723414099747515E+04    0.164026607939490973E-02    0.116361759816876474E+04   -0.278613949424859015E+02
    0.999910240117010685E+00   -0.210908959910830179E-02    0.263288306227278372E+04    0.293790007121579738E-02    0.156315638008614496E+04   -0.278564564209259231E+02
    0.999927396179713268E+00   -0.287033441702540769E-04    0.542995655987733699E+03    0.773759484390291932E-03    0.874731652842478979E+03   -0.278382000270202745E+02
    0.999974136540442093E+00   -0.147709126667234722E-02    0.228380011664558788E+04    0.244597831504124322E-02    0.145440011313618925E+04   -0.278213024948441756E+02
    0.999948030777622843E+00   -0.215694924574633606E-02    0.240684229891469840E+04    0.298518249362596504E-02    0.142145138818470332E+04   -0.278131181865816579E+02
    0.999907308224079028E+00   -0.157366153590740923E-02    0.155154254462446534E+04    0.220446690063527120E-02    0.113565345908601921E+04   -0.278043255687153916E+02
    0.999891658523012761E+00   -0.283220077830129971E-02    0.277193441847350277E+04    0.359814282052772511E-02    0.197531819156721667E+04   -0.277650848192387940E+02
    0.999904960747234339E+00   -0.100433813504887857E-02    0.370764766282076198E+04    0.168726500906641718E-02    0.139792195522241764E+04   -0.277448763974869586E+02
    0.999928605345992261E+00   -0.101367065144110781E-02    0.376211129603735571E+04    0.180809422476280895E-02    0.127100780109256812E+04   -0.277427039609178188E+02
    0.100007628653918568E+01   -0.283252837388772282E-02    0.110994390215940257E+04    0.389717476160500237E-02    0.943981207356740015E+03   -0.277239754245246388E+02
    0.999948828837134207E+00   -0.293093773843416559E-03    0.276822011547971397E+04    0.936599942464359033E-03    0.758973829842426312E+03   -0.277233548497046804E+02
    0.100019860903710267E+01   -0.104492602052316721E-03    0.398528154422653824E+04    0.120584262762814341E-02    0.463095598076396527E+03   -0.277057685976072179E+02
    0.999944956105278560E+00   -0.315417093039052502E-03    0.331074624517428856E+04    0.117060909333762926E-02    0.125093297928620632E+04   -0.277006927510276064E+02
    0.100018752217249207E+01   -0.128859602204897325E-04    0.350046204062363176E+04    0.111047758886483115E-02    0.472221609077280846E+03   -0.276919914266119775E+02
    0.999916300904172051E+00   -0.111338406050414535E-02    0.903881716739293552E+03    0.217349870423501953E-02    0.961246280890946764E+03   -0.276880877558207992E+02
    0.999885047917740910E+00   -0.401427467002971657E-03    0.339678298162634019E+04    0.118076864409870017E-02    0.922243373321271974E+03   -0.276728410250449102E+02
    0.999906903571937455E+00   -0.338629303825526426E-02    0.133508326741938345E+04    0.442830985099387266E-02    0.124274962284363210E+04   -0.276369989578935176E+02
    0.999918617808583710E+00   -0.644678576771697334E-03    0.358546624783906191E+04    0.130523710097165823E-02    0.983898853983235313E+03   -0.275557053741445763E+02
    0.999991613742823859E+00   -0.233582950555719050E-02    0.151446564463865070E+04    0.330933683398210122E-02    0.106252799293779208E+04   -0.275423503632735063E+02
    0.999921456420162835E+00   -0.983565119634571827E-03    0.187219269761375745E+04    0.183737103411645724E-02    0.973192767131421533E+03   -0.275406564213960650E+02
    0.999870748204843229E+00   -0.365010564972435185E-03    0.274952912959504010E+04    0.114082317024036175E-02    0.133306199614347224E+04   -0.275066165942706142E+02
    0.100000161975974033E+01    0.319103450046349035E-03    0.367378423510842549E+04    0.586347365774397508E-03    0.520367748055830816E+03   -0.274811451415315204E+02
    0.999968742150502354E+00   -0.412208722146399707E-03    0.421550833107544713E+04    0.141743317866738780E-02    0.121003140775098655E+04   -0.274718439077549128E+02
    0.100003243629170879E+01   -0.637429897466809106E-03    0.216298186328486008E+04    0.167554496359857718E-02    0.995882293575791664E+03   -0.274712096912092534E+02
    0.999966436009879667E+00   -0.343712645718587855E-02    0.171085531291188727E+04    0.418004336926466880E-02    0.140355756834265958E+04   -0.273934859377572018E+02
    0.999980432212944081E+00   -0.266344823664726267E-02    0.215752200358644768E+04    0.351034201787007874E-02    0.147684282594551314E+04   -0.273816199228417219E+02
    0.100020719047194095E+01    0.495996148688500164E-03    0.479864469099149755E+04    0.767483634290552926E-03    0.199697025491276690E+03   -0.273424592475711670E+02
    0.999944981762141305E+00   -0.139171814260535083E-02    0.734542477652415982E+03    0.233543505958506330E-02    0.672257610308168296E+03   -0.273335383099506757E+02
    0.999964295296873029E+00   -0.847590484081673246E-03    0.873393745455750832E+03    0.193694900587162706E-02    0.931816225004058651E+03   -0.273063610495918248E+02
    0.100010441373575043E+01    0.322481627511381186E-03    0.483691615425756754E+04    0.940058128336612731E-03    0.484244487084662978E+03   -0.272895634322049219E+02
    0.999950478691697509E+00   -0.128815717708988210E-02    0.294752405311638358E+04    0.219655076061177346E-02    0.139089427713532132E+04   -0.272673268951436576E+02
