    0.123983419352100768E+02    0.129288492636998917E+02    0.235067106089965222E+03
    0.190435181275708096E+02    0.661604105867874281E+01    0.235618606064406237E+03
    0.313106517686238277E+02    0.192023895213740090E+02    0.236238257120485542E+03
    0.346657265679972515E+00    0.250098268334198330E+02    0.236254573664068289E+03
    0.186183093401080235E+02    0.185836595960498201E+02    0.236809802215815552E+03
    0.190170872001203435E+02    0.658259625150638517E+01    0.237123612037533007E+03
    0.189807073011161229E+02    0.659668909442400153E+01    0.237230311485562339E+03
    0.254177793221714694E+02    0.253174822022779011E+02    0.237240183080045739E+03
    0.311568232702610537E+02    0.649681350776189159E+01    0.237370142229756738E+03
    0.123603875270349661E+02    0.253978801724068077E+02    0.237371974246073933E+03
    0.128240645239481523E+02    0.209060866686331615E+00    0.237500999524680026E+03
    0.189533421328568679E+02    0.185398224644360035E+02    0.237661869396916785E+03
    0.634446634228572393E+01    0.185297060736153583E+02    0.237691227611256863E+03
    0.610439608190900707E+01    0.185881818236696219E+02    0.237984931611329387E+03
    0.189017184893190766E+02    0.191602977519334559E+02    0.238026594022831176E+03
    0.123480357627548152E+02    0.127859686106880357E+02    0.238203094766015965E+03
    0.634315297398444766E+01    0.191523422333689695E+02    0.238225594043777988E+03
    0.186638366045817818E+02    0.603825862057276375E+01    0.238272256227767230E+03
    0.250798354911145154E+02    0.248314724882296041E+02    0.238310351968682255E+03
    0.142695542858065405E+00    0.248673511639072018E+02    0.238452707789761178E+03
    0.248400338445564799E+02    0.125025071219583896E+02    0.238499767833994298E+03
    0.251047191183795988E+02    0.248381918489314124E+02    0.238608513657006569E+03
    0.125294130431135429E+02    0.254253209690070889E+02    0.238637341288288155E+03
    0.627715665129317024E+01    0.185584299362993654E+02    0.238745178834572584E+03
    0.189985726040068634E+02    0.185993006311317544E+02    0.238748799883518558E+03
    0.656153947083077238E+01    0.187663363200362454E+02    0.238766500855290985E+03
    0.122831719138107545E+02    0.125115503204935923E+02    0.238824961294815921E+03
    0.124687841687820899E+02    0.128370725171715758E+02    0.238846966744652008E+03
    0.247719604141397765E+00    0.124237701557205327E+02    0.238904129341087241E+03
    0.278960677495516007E+00    0.251860329278969353E+02    0.238951672951710577E+03
    0.187650917105695605E+02    0.311484106007953656E+02    0.239050472123610234E+03
    0.653856689287056536E+01    0.313006663803355245E+02    0.239061628849493502E+03
    0.189155999199627125E+02    0.601129203255578837E+01    0.239070170633642789E+03
    0.631132319192859548E+01    0.656047910063755957E+01    0.239099176913617043E+03
    0.769361314179863170E-01    0.122999562808868710E+02    0.239139916742030124E+03
    0.253984821333314201E+02    0.124877264374920518E+02    0.239144600893537074E+03
    0.600976820133641443E+01    0.188113057926718561E+02    0.239172294940144525E+03
    0.190997029327000583E+02    0.639624477894670296E+01    0.239218221630714226E+03
    0.617748803563998461E+01    0.653591482092148990E+01    0.239233405098563964E+03
    0.631222941783582225E+01    0.655375215364447161E+01    0.239280247261911882E+03
    0.185918672660907660E+02    0.187675628776703185E+02    0.239327897149206706E+03
    0.248628769247866899E+02    0.251312965804300781E+02    0.239340872957081928E+03
    0.181675046683060837E+00    0.127654226163889835E+02    0.239356351083745295E+03
    0.124133548678775956E+02    0.253544684204241193E+02    0.239358230308782822E+03
    0.312031797060260310E+02    0.644747088582848349E+01    0.239374770628309506E+03
    0.254008051234419838E+02    0.125744526832738934E+02    0.239386034624107566E+03
    0.311481648931850330E+02    0.629254907676750541E+01    0.239393003184419030E+03
    0.248721007676677779E+02    0.125048767785387351E+02    0.239397489060431042E+03
    0.187566969787704316E+02    0.311654659037482524E+02    0.239416707770414092E+03
    0.249552822140714667E+02    0.199490758520108280E+00    0.239422916703514630E+03
    0.186941997054650422E+02    0.650019798488493805E+01    0.239425334851510684E+03
    0.639240571053787576E+01    0.190923377744273353E+02    0.239441384945082859E+03
    0.127619371198044078E+02    0.253120914990574306E+02    0.239466493848277338E+03
    0.249888445887597115E+02    0.249105296964909968E+02    0.239482021264744162E+03
    0.615444562273423745E+01    0.186192687009633637E+02    0.239505278374621867E+03
    0.257227003684602329E+00    0.250765753734198746E+02    0.239516747873426937E+03
    0.743456735505044902E-01    0.248820834177063297E+02    0.239565418345948359E+03
    0.614225300872986146E+01    0.650325577083298345E+01    0.239571156764157678E+03
    0.619577755517814222E+01    0.652882794482028395E+01    0.239584668421812808E+03
    0.188888515175412977E+02    0.653997534776484191E+01    0.239607888543207366E+03
    0.190012153576706950E+02    0.607317280086213085E+01    0.239630630793230551E+03
    0.228148871501758194E+00    0.126852938559238275E+02    0.239674965230803281E+03
    0.186485773317076493E+02    0.190092936340789613E+02    0.239690478820981582E+03
    0.249765367304688937E+02    0.253362680503831186E+02    0.239694666166203888E+03
    0.249074562874848127E+02    0.122670929138422050E+00    0.239694713454115828E+03
    0.153882550944972579E+00    0.249281163033100199E+02    0.239708159823194052E+03
    0.248775948153167086E+02    0.125575032783806080E+02    0.239722672014177647E+03
    0.188891249325514821E+02    0.185981601806253671E+02    0.239743679834182615E+03
    0.651306258482951517E+01    0.189580729849828380E+02    0.239753153240633111E+03
    0.125177295061302498E+02    0.248495164662659973E+00    0.239776329794249932E+03
    0.312099976779643953E+02    0.613899108540015526E+01    0.239825214227041442E+03
    0.249763611801129848E+02    0.123717086408487784E+02    0.239867907522502037E+03
    0.128132788093844248E+02    0.125540057053992307E+02    0.239925629136890478E+03
    0.248902267294120065E+02    0.475447083689398906E-01    0.239928282265284679E+03
    0.253367721299904041E+02    0.124272736854218628E+02    0.239935945805966696E+03
    0.312146909775317454E+02    0.189915669151240643E+02    0.239951673628333765E+03
    0.622836979909316124E+01    0.652310697705378573E+01    0.239953774553644450E+03
    0.105695538304520664E+00    0.127886210361992188E+02    0.239955371970673525E+03
    0.250681576406770183E+02    0.123294921695268389E+02    0.239968262452467940E+03
    0.648295292555146485E+01    0.189922931978417502E+02    0.239970747450641483E+03
    0.127421191903566395E+02    0.253022155511992644E+02    0.240004650753106205E+03
    0.187733443429750899E+02    0.186180486586867993E+02    0.240012513810878914E+03
    0.311855521796340192E+02    0.620468958602419107E+01    0.240021074699867683E+03
    0.127526698683590887E+02    0.249762413233435403E+02    0.240024971093471692E+03
    0.188158321642351289E+02    0.190897400423524992E+02    0.240040397830964025E+03
    0.187294696577810598E+02    0.312056949076485388E+02    0.240053167688596716E+03
    0.123994696083195812E+02    0.175329672918794366E+00    0.240055161722551645E+03
    0.253704807841699704E+02    0.125231444577003153E+02    0.240062424688705050E+03
    0.127333324539766082E+02    0.123915242065607618E+02    0.240062592346837334E+03
    0.249010426181088533E+02    0.125005440958636580E+02    0.240081521129090248E+03
    0.208220055172434221E+00    0.124479878291039903E+02    0.240115464010041393E+03
    0.126863372003874950E+02    0.123594047234628057E+02    0.240122665244011472E+03
    0.640674547027064545E+01    0.648789716756122115E+01    0.240125404013302273E+03
    0.186574714904669641E+02    0.187073788162754688E+02    0.240129013253540592E+03
    0.187034249406413267E+02    0.186604700082652002E+02    0.240129237583977897E+03
    0.127853630526550166E+02    0.925947975861025896E-01    0.240156597545985221E+03
    0.124063674493639766E+02    0.127395490202747688E+02    0.240205106836054881E+03
    0.186901521549680716E+02    0.611029189517302740E+01    0.240219589228287049E+03
    0.187657479783251517E+02    0.311966986867237779E+02    0.240228691422679219E+03
    0.125619002125464352E+02    0.234180969503009373E+00    0.240238493198036423E+03
    0.123330697217139829E+02    0.125562126095104247E+02    0.240254939892259699E+03
    0.186562720229387580E+02    0.312856805802060691E+02    0.240268064625880925E+03
    0.249520620217201596E+02    0.249875160317756126E+02    0.240297694784629016E+03
    0.611360345220330448E+01    0.612602631807722453E+01    0.240311722465224960E+03
    0.250660775733429269E+02    0.253538672081444574E+02    0.240315481980383652E+03
    0.311972496715928358E+02    0.635565704442994139E+01    0.240329092311625772E+03
    0.605482773962952603E+01    0.630858116782250899E+01    0.240342183194798167E+03
    0.252672366749925281E+02    0.253191067566889636E+02    0.240343214167882536E+03
    0.186240241638038455E+02    0.188240026287123072E+02    0.240406009910706132E+03
    0.187559265213743203E+02    0.186428201226197423E+02    0.240408006743066949E+03
    0.187475753814910142E+02    0.648585366962060661E+01    0.240409811719398078E+03
    0.187313603317418647E+02    0.608977602074536506E+01    0.240415075930880676E+03
    0.253418429049834586E+02    0.252186330161605916E+02    0.240428086567052361E+03
    0.126667794072171880E+02    0.249302331482464652E+02    0.240428940206151282E+03
    0.633645548307612216E+01    0.186304619626296031E+02    0.240440383429226472E+03
    0.189080788476919643E+02    0.190671558488049904E+02    0.240443758523399623E+03
    0.648847805207764328E+01    0.619100206038280643E+01    0.240451179509261777E+03
    0.640023148675992104E+01    0.190416506880396916E+02    0.240453932059223490E+03
    0.126154943035413361E+02    0.253520679919278820E+02    0.240456454849254783E+03
    0.123966232850916924E+02    0.127136527743644958E+02    0.240459141166629934E+03
    0.607932331548840477E+01    0.187555648602597742E+02    0.240463682404950617E+03
    0.189019866252679414E+02    0.190670444115507358E+02    0.240479915864028868E+03
    0.249593370311621818E+02    0.252738782564621047E+02    0.240484958779553011E+03
    0.251322477798835777E+02    0.127897693607062930E+02    0.240486535897732892E+03
    0.648229515624975061E+01    0.189506280314605391E+02    0.240490579933310300E+03
    0.127564942801708074E+02    0.117005566920185225E+00    0.240492107441372838E+03
    0.188063593868400929E+02    0.606429512892029710E+01    0.240493342158299441E+03
    0.222854015187887278E+00    0.125616858355172596E+02    0.240497632293961942E+03
    0.123500673664972211E+02    0.509233131790577873E-01    0.240513445941922413E+03
    0.252651167350773065E+02    0.127447322118283282E+02    0.240517480556688980E+03
    0.795599309985378228E-01    0.127730145589170601E+02    0.240531545257655438E+03
    0.606747382153037321E-01    0.253454159534985841E+02    0.240537101826883827E+03
    0.251315202786017196E+02    0.123452906102147431E+02    0.240538115198772488E+03
    0.253224112905661549E+02    0.112734440344466752E+00    0.240549751391574063E+03
    0.629181153550405625E+01    0.190692801128400795E+02    0.240564426496418548E+03
    0.127858541778003367E+02    0.251320144556474574E+02    0.240573411324441707E+03
    0.607825118967999778E+01    0.620559357065446537E+01    0.240582241432937820E+03
    0.251892651741679678E+02    0.253440513023337459E+02    0.240590380102500546E+03
    0.640795013251554302E+01    0.646283090353073231E+01    0.240592289831491627E+03
    0.123910612381688736E+02    0.128784881415875241E+00    0.240618380096438898E+03
    0.250064236585715598E+02    0.176896600076945354E+00    0.240621864974977512E+03
    0.163682629343788300E+00    0.252755717130288744E+02    0.240624869111612441E+03
    0.197495515246240289E+00    0.124773093749599226E+02    0.240636719460567036E+03
    0.250449824603933671E+02    0.249351493861604574E+02    0.240646321072488007E+03
    0.124209756842347510E+02    0.160075203804533273E+00    0.240646345118637527E+03
    0.627275062230922753E+01    0.649844331683639620E+01    0.240660087830006063E+03
    0.649371436811007641E+01    0.188944831127366371E+02    0.240665652934402402E+03
    0.187566677385320943E+02    0.186556334056362800E+02    0.240671989563211952E+03
    0.123515646576980807E+02    0.524319465253415568E-02    0.240673900515400106E+03
    0.642854886997408670E+01    0.190075197944672851E+02    0.240680409125170854E+03
    0.127530487162052175E+02    0.126714725417750014E+02    0.240689241921282985E+03
    0.188424140623637513E+02    0.606926802075636029E+01    0.240691829740542744E+03
    0.189834927297675549E+02    0.312490371468035590E+02    0.240694936116844275E+03
    0.189923185549740730E+02    0.644244447597211156E+01    0.240697339413207374E+03
    0.124164202703180173E+02    0.124140957615964673E+02    0.240700964240745805E+03
    0.639250562330433514E+01    0.646614504570782422E+01    0.240712870225905419E+03
    0.623229484666013889E+01    0.186427743009158711E+02    0.240715507666865051E+03
    0.170905676486084429E+00    0.126933196640022121E+02    0.240718200089407986E+03
    0.123633737973502136E+02    0.250693113173823434E+02    0.240721626307539424E+03
    0.188774927163843884E+02    0.186393601097976145E+02    0.240734533675699566E+03
    0.123730938090650309E+02    0.126532674181440612E+02    0.240738366100960405E+03
    0.186776863314092836E+02    0.312920365350629055E+02    0.240740040055802183E+03
    0.250186067099444500E+02    0.253111727250440595E+02    0.240741052068876087E+03
    0.186529548473141951E+02    0.313384851295773927E+02    0.240751087015895251E+03
    0.625784574679091055E+01    0.186399817869846416E+02    0.240754535959063844E+03
    0.190191559896610601E+00    0.126579396257656587E+02    0.240755972474557467E+03
    0.631321773000751740E+01    0.649196020034858989E+01    0.240758319614252088E+03
    0.253431927553943268E+02    0.137066650591768611E-01    0.240758750977364684E+03
    0.640107586010750396E+01    0.186758245228166793E+02    0.240780381353412366E+03
    0.609655846739948526E+01    0.187550958262349852E+02    0.240796405236262217E+03
