    0.609526038169860840E-01    0.701427459716796875E-03   -0.105735760996021312E+08   -0.690775511231546968E+01    1
    0.483273267745971680E+00    0.281018018722534180E-02   -0.103581633028081909E+07   -0.690875511231548245E+01    1
    0.194246768951416016E-01    0.366061925888061523E-02   -0.102589881261637842E+07   -0.690975511231547301E+01    1
    0.951600849628448486E+00    0.335210561752319336E-02   -0.825209255547914654E+06   -0.691075511231547601E+01    1
    0.678045213222503662E+00    0.463747978210449219E-02   -0.818504496830223245E+06   -0.691175511231546658E+01    1
    0.979883193969726562E+00    0.638103485107421875E-02   -0.756555936420374084E+06   -0.691275511231547579E+01    1
    0.128951251506805420E+00    0.483775138854980469E-02   -0.746046049885077751E+06   -0.691375511231547435E+01    1
    0.552841186523437500E+00    0.342342257499694824E-01   -0.739786064866330475E+06   -0.691475511231548357E+01    1
    0.740668773651123047E-01    0.195233225822448730E-01   -0.739699177755419980E+06   -0.691575511231552209E+01    1
    0.557253897190093994E+00    0.222562551498413086E-01   -0.739531667407785892E+06   -0.691675511231554463E+01    1
    0.552897274494171143E+00    0.498915910720825195E-01   -0.739378712607175228E+06   -0.691775511231549967E+01    1
    0.520681798458099365E+00    0.521984696388244629E-01   -0.738942702352822758E+06   -0.691875511231549378E+01    1
    0.532438039779663086E+00    0.124633908271789551E-01   -0.738884606040988932E+06   -0.691975511231551454E+01    1
    0.516949594020843506E+00    0.353152155876159668E-01   -0.738793614194647875E+06   -0.692075511231548113E+01    1
    0.539241433143615723E-01    0.285387039184570312E-01   -0.738526545038483222E+06   -0.692175511231547080E+01    1
    0.490728557109832764E+00    0.149396061897277832E-01   -0.738519054814379546E+06   -0.692275511231549334E+01    1
    0.474782288074493408E+00    0.495342612266540527E-01   -0.738195088938851841E+06   -0.692375511231548746E+01    1
    0.532966673374176025E+00    0.750794410705566406E-01   -0.737290867865868611E+06   -0.692475511231548957E+01    1
    0.900576770305633545E+00    0.202463269233703613E-01   -0.737101793967805919E+06   -0.692575511231552365E+01    1
    0.501010775566101074E+00    0.858337879180908203E-01   -0.736660698980494635E+06   -0.692675511231553909E+01    1
    0.512154877185821533E+00    0.907850265502929688E-02   -0.736587481518922723E+06   -0.692775511231552343E+01    1
    0.428733289241790771E+00    0.583668947219848633E-01   -0.736213293304982129E+06   -0.692875511231550334E+01    1
    0.500054895877838135E+00    0.101769566535949707E-01   -0.736093514166485984E+06   -0.692975511231548769E+01    1
    0.891302585601806641E+00    0.304709076881408691E-01   -0.735881186490076128E+06   -0.693075511231546315E+01    1
    0.530251681804656982E+00    0.837491750717163086E-01   -0.735683755629466963E+06   -0.693175511231550789E+01    1
    0.164347290992736816E-01    0.123805403709411621E-01   -0.735208458512881887E+06   -0.693275511231550912E+01    1
    0.477737188339233398E+00    0.887474417686462402E-01   -0.734848542360795662E+06   -0.693375511231550057E+01    1
    0.363834440708160400E+00    0.174844861030578613E-01   -0.734642350949772401E+06   -0.693475511231554709E+01    1
    0.144460856914520264E+00    0.691503286361694336E-02   -0.734363562577945529E+06   -0.693575511231551811E+01    1
    0.592639565467834473E+00    0.537449121475219727E-01   -0.734018821562132100E+06   -0.693675511231548558E+01    1
    0.494953811168670654E+00    0.988209843635559082E-01   -0.733094164508107351E+06   -0.693775511231549125E+01    1
    0.111464142799377441E+00    0.416171550750732422E-01   -0.732445028683534008E+06   -0.693875511231549424E+01    1
    0.641965925693511963E+00    0.198956131935119629E-01   -0.732210260010321974E+06   -0.693975511231547948E+01    1
    0.949208736419677734E-01    0.520807504653930664E-01   -0.731776801929536858E+06   -0.694075511231545761E+01    1
    0.510292649269104004E-01    0.368145108222961426E-01   -0.731486292868964025E+06   -0.694175511231546682E+01    1
    0.384823441505432129E+00    0.434947013854980469E-01   -0.731250953872283921E+06   -0.694275511231551334E+01    1
    0.126032352447509766E+00    0.338792800903320312E-01   -0.730536837319899001E+06   -0.694375511231550835E+01    1
    0.446142077445983887E+00    0.863214731216430664E-01   -0.729043200977335335E+06   -0.694475511231550335E+01    1
    0.517240822315216064E+00    0.105814337730407715E+00   -0.728784748164577526E+06   -0.694575511231551523E+01    1
    0.114860951900482178E+00    0.477594137191772461E-01   -0.726794583509778720E+06   -0.694675511231552090E+01    1
    0.500547587871551514E+00    0.114871740341186523E+00   -0.724550297150451224E+06   -0.694775511231551945E+01    1
    0.349090516567230225E+00    0.207313299179077148E-01   -0.723167089199831593E+06   -0.694875511231547005E+01    1
    0.855377912521362305E-01    0.631501674652099609E-01   -0.720710866189831868E+06   -0.694975511231546506E+01    1
    0.495437979698181152E-01    0.444013476371765137E-01   -0.719215163604807691E+06   -0.695075511231549914E+01    1
    0.408474743366241455E+00    0.745999217033386230E-01   -0.718090277492553927E+06   -0.695175511231552257E+01    1
    0.601221561431884766E+00    0.691158175468444824E-01   -0.716547348894424620E+06   -0.695275511231550336E+01    1
    0.600941419601440430E+00    0.704278349876403809E-01   -0.715227565651471145E+06   -0.695375511231547883E+01    1
    0.575901865959167480E+00    0.899786353111267090E-01   -0.714775801114771399E+06   -0.695475511231550136E+01    1
    0.529614686965942383E+00    0.125662922859191895E+00   -0.709649653254742851E+06   -0.695575511231551680E+01    1
    0.321828126907348633E-01    0.343692302703857422E-01   -0.708926025264796917E+06   -0.695675511231548427E+01    1
    0.448341548442840576E+00    0.115797519683837891E+00   -0.706498743039732683E+06   -0.695775511231548727E+01    1
    0.575435042381286621E+00    0.101711452007293701E+00   -0.702157439001650666E+06   -0.695875511231550270E+01    1
    0.545678913593292236E+00    0.125243663787841797E+00   -0.701337953582174028E+06   -0.695975511231551458E+01    1
    0.413112640380859375E-01    0.473834872245788574E-01   -0.699679753614692134E+06   -0.696075511231551580E+01    1
    0.313930571079254150E+00    0.109205245971679688E-01   -0.698079104988943436E+06   -0.696175511231550104E+01    1
    0.980196416378021240E+00    0.259630680084228516E-01   -0.697959102937467047E+06   -0.696275511231553423E+01    1
    0.610955297946929932E+00    0.751518607139587402E-01   -0.696524085404084297E+06   -0.696375511231550171E+01    1
    0.693642497062683105E-01    0.755631923675537109E-01   -0.691511503843533224E+06   -0.696475511231547362E+01    1
    0.682055950164794922E-01    0.759404301643371582E-01   -0.689755348920593155E+06   -0.696575511231551836E+01    1
