    0.119930863380432129E+00    0.786653757095336914E-01    0.252176029042263039E-44   -0.599146350544150419E+01    1
    0.106323182582855225E+00    0.821250081062316895E-01    0.103751117174974995E-40   -0.599396350544151169E+01    1
    0.617716908454895020E-01    0.145365178585052490E+00    0.195384262560909080E-36   -0.599646350544151474E+01    1
    0.609308481216430664E-01    0.151460707187652588E+00    0.306007231655895249E-33   -0.599896350544151957E+01    1
    0.252839326858520508E-01    0.159840166568756104E+00    0.601541089720079867E-32   -0.600146350544151552E+01    1
    0.318573117256164551E-01    0.180830240249633789E+00    0.195875303222939798E-31   -0.600396350544151858E+01    1
    0.149566233158111572E+00    0.321483612060546875E-01    0.195741080738915218E-30   -0.600646350544151630E+01    1
    0.207393109798431396E+00    0.803470611572265625E-03    0.974667927528570175E-30   -0.600896350544152469E+01    1
    0.105233371257781982E+00    0.238609313964843750E-01    0.339723508550648427E-29   -0.601146350544151886E+01    1
    0.214852750301361084E+00    0.510954856872558594E-02    0.127761543406249177E-28   -0.601396350544150859E+01    1
    0.522806644439697266E-01    0.500031709671020508E-01    0.846572769715300789E-28   -0.601646350544151520E+01    1
    0.169895887374877930E-01    0.224235534667968750E+00    0.155046329186684359E-24   -0.601896350544151559E+01    1
    0.601237416267395020E-01    0.224329710006713867E+00    0.466897722385119378E-24   -0.602146350544152753E+01    1
    0.750696063041687012E-01    0.129126906394958496E-01    0.715667958511792711E-24   -0.602396350544153325E+01    1
    0.192826628684997559E+00    0.130396962165832520E+00    0.140683182613908289E-23   -0.602646350544152298E+01    1
    0.268362581729888916E+00    0.221545338630676270E+00    0.337566423074252390E-23   -0.602896350544150561E+01    1
    0.285339355468750000E+00    0.243887960910797119E+00    0.427027737051722383E-23   -0.603146350544150955E+01    1
    0.154779255390167236E+00    0.186220943927764893E+00    0.629414015446069570E-23   -0.603396350544152682E+01    1
    0.923483967781066895E-01    0.246154248714447021E+00    0.651362435842787484E-23   -0.603646350544153165E+01    1
    0.679903030395507812E-01    0.275986790657043457E+00    0.241244644952952241E-22   -0.603896350544152227E+01    1
    0.158416152000427246E+00    0.192702233791351318E+00    0.264112947523196127E-22   -0.604146350544151556E+01    1
    0.266088426113128662E+00    0.206729948520660400E+00    0.321665314868333433E-22   -0.604396350544152039E+01    1
    0.751055479049682617E-01    0.286349356174468994E+00    0.151748592060937618E-21   -0.604646350544152966E+01    1
    0.258868932723999023E-02    0.265314459800720215E+00    0.154361884439059376E-21   -0.604896350544152206E+01    1
    0.482087731361389160E-01    0.345609903335571289E+00    0.215545069201598531E-21   -0.605146350544152156E+01    1
    0.228212594985961914E+00    0.152900516986846924E+00    0.414426594199387226E-21   -0.605396350544152995E+01    1
    0.328022241592407227E-01    0.278877258300781250E+00    0.128079288051360394E-20   -0.605646350544151790E+01    1
    0.294407427310943604E+00    0.223872244358062744E+00    0.138693904927977971E-20   -0.605896350544151829E+01    1
    0.315542340278625488E+00    0.249912679195404053E+00    0.151101368695359247E-20   -0.606146350544153112E+01    1
    0.326593399047851562E+00    0.262564957141876221E+00    0.189461095282187447E-20   -0.606396350544153950E+01    1
    0.304354250431060791E+00    0.262704789638519287E+00    0.258193006610729043E-20   -0.606646350544153368E+01    1
    0.138946831226348877E+00    0.239857792854309082E+00    0.852397969219668973E-20   -0.606896350544153407E+01    1
    0.338603138923645020E+00    0.264315009117126465E+00    0.106734846609893726E-19   -0.607146350544153712E+01    1
    0.293723404407501221E+00    0.213803648948669434E+00    0.312798718491962397E-19   -0.607396350544151886E+01    1
    0.676550865173339844E-01    0.349429011344909668E+00    0.482647367487929639E-19   -0.607646350544150149E+01    1
    0.122323751449584961E+00    0.272413909435272217E+00    0.629769998965652549E-19   -0.607896350544150277E+01    1
    0.714756250381469727E-01    0.371333003044128418E+00    0.698354859119277657E-19   -0.608146350544151737E+01    1
    0.366246581077575684E+00    0.284238398075103760E+00    0.101402955538558072E-18   -0.608396350544153197E+01    1
