

    0.100516045837303967E-98    0.448435193624389797E+03    0.290274402839799731E-01    0.241239053810530596E+00
    0.305577171655615770E-98    0.446209423665200063E+03    0.180537402629852295E+00    0.806545376777648926E+00
    0.447795312391800337E-98    0.445443155901994032E+03    0.643050074577331543E-01    0.203845798969268799E+00
    0.465056246166114424E-98    0.445365511658506193E+03    0.466667625382632262E-01    0.834869081924350276E+00
    0.487632086949129317E-98    0.445268705971392535E+03    0.508132960346274060E-01    0.918047395053838255E+00
    0.187661921929670111E-97    0.442571374075333608E+03    0.158960164387889569E+00    0.696062522205987411E+00
    0.462300640884127830E-97    0.440766227353480531E+03    0.503123998641967773E-01    0.900471627712249756E+00
    0.150859514133079512E-96    0.438398789934523620E+03    0.118295609951019287E+00    0.469995439052581787E+00
    0.233204054374921806E-96    0.437525660321763723E+03    0.123854238639324529E+00    0.503887771624396019E+00
    0.390266563926919587E-96    0.436493827996279947E+03    0.386917856368748925E-01    0.658154096110327380E+00
    0.418644271610544880E-96    0.436351444870962155E+03    0.415174321193016727E-01    0.716555560585896645E+00
    0.444773265816929108E-96    0.436228358727466173E+03    0.165754556655883789E+00    0.733977973461151123E+00
    0.466615753357037628E-96    0.436130475760000138E+03    0.947370529174804688E-01    0.290084302425384521E+00
    0.738064978894697604E-96    0.435211424266053996E+03    0.481863436124994396E-01    0.849183694133627709E+00
    0.162719750208493936E-95    0.433628259021682879E+03    0.441728539109505075E-01    0.766561062826702555E+00
    0.165485933566484570E-95    0.433592545420782585E+03    0.291223290981704047E-01    0.246548539759566532E+00
    0.274256290711882868E-95    0.432580191742548436E+03    0.555197952221913801E-01    0.988490465918474337E+00
    0.294784364956007735E-95    0.432433829570474813E+03    0.103470387770658201E+00    0.371168099428109799E+00
    0.442668214980557472E-95    0.431618676737962289E+03    0.169724822044372559E+00    0.756393313407897949E+00
    0.465765191671352175E-95    0.431514954562877449E+03    0.948379267195021552E-01    0.293357296119348021E+00
    0.476469756938753106E-95    0.431467509312268021E+03    0.424879193305969238E-01    0.729375481605529785E+00
    0.775325115779164018E-95    0.430491752924846253E+03    0.396575927734375000E-01    0.670110166072845459E+00
    0.932833842850303479E-95    0.430119863624347090E+03    0.899498648321503808E-01    0.249981277781853667E+00
    0.139907677419444373E-94    0.429307182113943441E+03    0.273710489273071289E-01    0.270747065544128418E+00
    0.199985747230980019E-94    0.428590655429765320E+03    0.186028983546071197E+00    0.841672006573926823E+00
    0.865548758118359262E-94    0.425658420213627039E+03    0.147894599088021050E+00    0.642938952693163923E+00
    0.892895609442593751E-94    0.425594208279446832E+03    0.173339724540710449E+00    0.777492463588714600E+00
    0.123335344490971481E-93    0.424946163397062890E+03    0.305501856339082042E-01    0.239847458891023463E+00
    0.278902672902914165E-93    0.423312251687464880E+03    0.544254779815673828E-01    0.951053977012634277E+00
    0.300980396592374727E-93    0.423157887174048597E+03    0.205993326549911815E+00    0.945538808715067569E+00
    0.143537147844782695E-92    0.420031619514722081E+03    0.503766624784455219E-01    0.867723193345854793E+00
    0.234011554399609555E-92    0.419052066274286801E+03    0.140715899910673986E+00    0.605966681473038560E+00
    0.291102895630740370E-92    0.418613453662306540E+03    0.183132261112097183E+00    0.830915847964141974E+00
    0.400984228126609918E-92    0.417970963067760465E+03    0.347635414854668631E-01    0.224013356159352917E+00
    0.620497886971525014E-92    0.417095762859567060E+03    0.437176238816983156E-01    0.733425244249281794E+00
    0.110367621303791556E-91    0.415942003461058789E+03    0.214831866976335634E+00    0.993547106767520671E+00
    0.121594173353894994E-91    0.415746258968355278E+03    0.484724828544906838E-01    0.824225164377447195E+00
    0.123639946393379356E-91    0.415710889704741078E+03    0.554061491774167914E-01    0.956574467393890071E+00
    0.156521573426345039E-91    0.415237249372429346E+03    0.492728968587191965E-01    0.838854902865338592E+00
    0.256645589437480540E-91    0.414246244864662458E+03    0.454400312502573345E-01    0.763132099503874173E+00
    0.474788526203955463E-91    0.413013898078311286E+03    0.203613221645355225E+00    0.938100636005401611E+00
    0.563459587780027336E-91    0.412669445843213452E+03    0.903453868884591949E-01    0.259037230841621779E+00
    0.117954356075009896E-90    0.411189871412718844E+03    0.155823426904446199E+00    0.690766980655424967E+00
    0.162103235227671651E-90    0.410552000112612518E+03    0.280893445014953613E-01    0.274656474590301514E+00
    0.180192751657463330E-90    0.410338412645162578E+03    0.205003226686708312E+00    0.946401822016196825E+00
    0.362466041628130304E-89    0.404333435116873261E+03    0.836404137761427025E-01    0.230197060272839565E+00
    0.393132181254984027E-89    0.404169004911369711E+03    0.393960012910361465E-01    0.629647791306117477E+00
    0.446195643889267142E-89    0.403913781661623545E+03    0.157702865151026272E+00    0.703538533745009187E+00
    0.554948576321981613E-89    0.403475545791796094E+03    0.177017944151155071E+00    0.805519476442592586E+00
    0.136330299995635504E-88    0.401675965278751164E+03    0.467527406162307341E-01    0.770054437712744622E+00
    0.180412026121982826E-88    0.401113639976056049E+03    0.204537206867635712E+00    0.948344570974190004E+00
    0.206421188247503564E-88    0.400842289145010852E+03    0.488590923682544337E-01    0.808799402580163140E+00
    0.208027329160522588E-88    0.400824787591633481E+03    0.123113930225372314E+00    0.511345982551574707E+00
    0.269002546314310254E-88    0.400308684823344947E+03    0.382187334017385014E-01    0.600777785382301865E+00
    0.438421374216809827E-88    0.399329765535160163E+03    0.128367483615875244E+00    0.542789757251739502E+00
    0.525192180246731574E-88    0.398966598007720677E+03    0.103044569492340088E+00    0.379913151264190674E+00
    0.611997682814554919E-88    0.398658669521655099E+03    0.121014089391405136E+00    0.499436632497016253E+00
    0.149544279342864380E-87    0.396869771264430483E+03    0.285965153386526817E-01    0.278439960802346342E+00
    0.161222579126544896E-87    0.396717384549601775E+03    0.372908852588759027E-01    0.577186055547684540E+00
    0.172646492262161253E-87    0.396578464115006796E+03    0.508905543827644496E-01    0.840376787054220808E+00
    0.232870733494860144E-87    0.395977989312687384E+03    0.993167757987976074E-01    0.351233124732971191E+00
    0.422511450516502791E-87    0.394784523231687501E+03    0.349114540656585357E-01    0.524581300240822501E+00
    0.449801345274882858E-87    0.394657344267476333E+03    0.338906077542801276E-01    0.501990461375189101E+00
    0.781796962238432038E-87    0.393549766192671825E+03    0.190117548560522265E+00    0.877773104394346304E+00
    0.100668622419937886E-86    0.393042117829126482E+03    0.414497852325439453E-01    0.655786156654357910E+00
    0.140392386723373718E-86    0.392374903613178958E+03    0.468862896400226367E-01    0.759049254473083579E+00
    0.245008255942646343E-86    0.391259202326783679E+03    0.513397611546890578E-01    0.840450808307554142E+00
    0.377191654386614399E-86    0.390394279291494740E+03    0.168388449665362483E+00    0.765632191066660583E+00
    0.114473996180543507E-85    0.388171920576983723E+03    0.594923345710055840E-01    0.984060318737208894E+00
    0.219006037494711031E-85    0.386872417360388681E+03    0.501460609772083551E-01    0.811687060715302278E+00
    0.566230405055003009E-85    0.384970613813321393E+03    0.194698500633726929E+00    0.905391485310991562E+00
    0.113191337090013458E-84    0.383583286499476856E+03    0.461832284927368164E-01    0.733295619487762451E+00
    0.193306155541894039E-84    0.382510895309796638E+03    0.986644029617309570E-01    0.351131200790405273E+00
    0.317639241243771071E-84    0.381515613215623546E+03    0.143509149551391602E+00    0.634778857231140137E+00
    0.703495671776112417E-84    0.379923322321970375E+03    0.591372987307978992E-01    0.963373194638900809E+00
    0.789784337226639065E-84    0.379689925935531789E+03    0.287958667173478094E-01    0.313506730549244939E+00
    0.102371076942094660E-83    0.379169067142281563E+03    0.112393770600962728E+00    0.452031227821631687E+00
    0.181528410624874384E-83    0.378021451236576581E+03    0.318887484147433523E-01    0.433795503028351459E+00
    0.206821111857869022E-83    0.377758567132801033E+03    0.208632400673742058E+00    0.980730190297460003E+00
    0.388567780500944708E-83    0.376495340340675625E+03    0.324291440207176984E-01    0.245982150420601314E+00
    0.649798022398836156E-83    0.375464952424562341E+03    0.321397447681011084E-01    0.436754362925457051E+00
    0.701923128428903252E-83    0.375308627795488803E+03    0.489909037410215034E-01    0.773330915827794008E+00
    0.701717637842223397E-83    0.375307213388592345E+03    0.148277997970581055E+00    0.663424730300903320E+00
    0.701447297370294436E-83    0.375305984047745767E+03    0.412126912915721719E-01    0.627967940589785445E+00
    0.713441514186749624E-83    0.375270074657720897E+03    0.193423633976200077E+00    0.903358657789570696E+00
    0.827148593215618745E-83    0.374972306871642104E+03    0.439105943347297134E-01    0.678842342161973034E+00
    0.918685547566140233E-83    0.374760387792708798E+03    0.486908925659732469E-01    0.767054134224454565E+00
    0.126798437808518797E-82    0.374113907954625120E+03    0.704174781207622669E-01    0.214254726240678040E+00
    0.257413831902583208E-82    0.372695735336808411E+03    0.187661938095180031E+00    0.874558942436961084E+00
    0.764403917359773985E-82    0.370516912724027065E+03    0.195014655590057373E+00    0.913906812667846680E+00
    0.279162122033086644E-81    0.367924349821019064E+03    0.406927339292585538E-01    0.608488974198088894E+00
    0.400472945262122893E-81    0.367200642788602465E+03    0.533708602165373427E-01    0.840067589303598705E+00
    0.528866919542157531E-81    0.366642461551555868E+03    0.706235520263540223E-01    0.215277226169533292E+00
    0.755031004306366300E-81    0.365928417584822569E+03    0.162945866584777832E+00    0.746787548065185547E+00
    0.107780693467642313E-80    0.365214567933083515E+03    0.162911415100097656E+00    0.746903121471405029E+00
    0.156134075205115539E-80    0.364471334837116444E+03    0.501628384915661432E-01    0.778739678464614338E+00
    0.173847971736601224E-80    0.364254402642975094E+03    0.594793558120727539E-01    0.942764520645141602E+00
    0.491873616411831932E-80    0.362172321413695329E+03    0.206890385707080404E+00    0.979723039674124330E+00
    0.813397024168641585E-80    0.361164326356344645E+03    0.915813446044921875E-01    0.294477462768554688E+00
    0.854373889097052160E-80    0.361064027211808821E+03    0.100836915947442096E+00    0.377235297415051185E+00
    0.942809480619308742E-80    0.360865036572612894E+03    0.167893601710812468E+00    0.775476846496473304E+00
    0.336166060999762428E-79    0.358320384306194796E+03    0.865600318256088824E-01    0.253613102206431851E+00
    0.411220473291603795E-79    0.357915335836201507E+03    0.436529199335569731E-01    0.651425369419539213E+00
    0.492725081969868504E-79    0.357551692089393441E+03    0.356491745569287172E-01    0.494499938837384134E+00
    0.671057876806918220E-79    0.356931884064655719E+03    0.979287699476689144E-01    0.355469003320386723E+00
    0.108497017978982062E-78    0.355968979277206756E+03    0.441357389340331502E-01    0.657780900394761892E+00
    0.218109493655486500E-78    0.354570430251940650E+03    0.188863733565225650E+00    0.889495345939246951E+00
    0.257809065511154753E-78    0.354233986144710059E+03    0.201143019174689963E+00    0.953955738899900374E+00
    0.321488093958977771E-78    0.353790503633873300E+03    0.560845657189351643E-01    0.866801298256682062E+00
    0.716862692208555717E-78    0.352184656016153667E+03    0.625565052032470703E-01    0.975209593772888184E+00
    0.100004757483549820E-77    0.351516818948910952E+03    0.190339932702333542E+00    0.898757543023097738E+00
    0.240255200976432250E-77    0.349761851076692835E+03    0.483575845015360994E-01    0.725622383965676021E+00
    0.400855314438994266E-77    0.348736053367643990E+03    0.426827535449868997E-01    0.621596257728052493E+00
    0.654941408709762818E-77    0.347752162909729691E+03    0.192404985427856445E+00    0.911497473716735840E+00
    0.676042650380759578E-77    0.347686742135631050E+03    0.356171215759973139E-01    0.481652503479757854E+00
    0.108748917263133918E-76    0.346734000854870487E+03    0.352832189236671687E-01    0.473261623869002446E+00
    0.114190175708398772E-76    0.346634353749407637E+03    0.463141599900911555E-01    0.684925063165212400E+00
    0.118911137241078137E-76    0.346551331345737481E+03    0.386505732154886553E-01    0.542215267538240786E+00
    0.229841660607553006E-76    0.345231303002899040E+03    0.193504444787434088E+00    0.918558400473735048E+00
    0.259102704917157014E-76    0.344989635227949975E+03    0.192656695842742920E+00    0.914219439029693604E+00
    0.463564615140523185E-76    0.343824192717744666E+03    0.142603089155674573E+00    0.644284862497928712E+00
    0.521556714943069109E-76    0.343586448238279161E+03    0.346603082823415676E-01    0.455525044593330430E+00
    0.747163161123139299E-76    0.342865517116039143E+03    0.736047455208778817E-01    0.221303448062188490E+00
    0.837688356829557517E-76    0.342634791998128208E+03    0.355101792368352417E-01    0.473089539057378772E+00
    0.916384570668257671E-76    0.342453212055224185E+03    0.152474210293966544E+00    0.699735344246621316E+00
    0.140442043623436491E-75    0.341597324290776726E+03    0.145563208830402191E+00    0.661768662281005060E+00
    0.145179676145926187E-75    0.341528969854024865E+03    0.204666067767479920E+00    0.979072558765541334E+00
    0.168390921054639037E-75    0.341230337721563444E+03    0.555675492193420800E-01    0.838445223956171160E+00
    0.348227057721960439E-75    0.339775204632858333E+03    0.106722745347359066E+00    0.428249995612771439E+00
    0.392841221681608117E-75    0.339532103068007757E+03    0.162750866492512386E+00    0.757179878578796761E+00
    0.689407630932141298E-75    0.338405248650381566E+03    0.748839841634201253E-01    0.223620276305034948E+00
    0.861464477737437794E-75    0.337957646452159793E+03    0.513537261970908668E-01    0.761401861086970166E+00
    0.169899021371983021E-74    0.336597335373055387E+03    0.625849735330745727E-01    0.949151410779391913E+00
    0.213115634059957852E-74    0.336142074107705866E+03    0.654817335890087865E-01    0.996453967915758576E+00
    0.212931840227780524E-74    0.336141799679194094E+03    0.150326111961989389E+00    0.690537617513746982E+00
    0.273463685712982912E-74    0.335639406236610796E+03    0.863504409790039062E-01    0.260767042636871338E+00
    0.429365169830812269E-74    0.334735128373171506E+03    0.521534681320190430E-01    0.770515561103820801E+00
    0.698755929749389887E-74    0.333759140889014986E+03    0.480282128996047594E-01    0.697896451716170430E+00
    0.939384741603497568E-74    0.333165293648817453E+03    0.190992996292362022E+00    0.911500069997339457E+00
    0.139257366082474288E-73    0.332375926173009191E+03    0.472195776653067528E-01    0.681892201880117343E+00
    0.221665917414837643E-73    0.331444230980545342E+03    0.137723296114718063E+00    0.621633181113051436E+00
    0.312937519394490907E-73    0.330752566620211155E+03    0.474860814200414039E-01    0.684385659666669421E+00
    0.385792661796057569E-73    0.330331973565253861E+03    0.164529621601104736E+00    0.771017789840698242E+00
    0.457434447901958263E-73    0.329989306541992278E+03    0.530604142799294895E-01    0.214597330700102923E+00
    0.482389026318282315E-73    0.329881071930227051E+03    0.613480155368668970E-01    0.917488376006362572E+00
    0.516445644652925559E-73    0.329742633633989556E+03    0.588969335408292272E-01    0.876630657909465816E+00
    0.666725061524364783E-73    0.329229818205693618E+03    0.652963942128486907E-01    0.981387030005633099E+00
    0.137472771719007680E-72    0.327780551791083440E+03    0.978054024347439488E-01    0.366737120580126474E+00
    0.177100071646377934E-72    0.327271973639670591E+03    0.350366248333246477E-01    0.249100384071638065E+00
    0.227436758297634999E-72    0.326769659109872578E+03    0.458462371091218554E-01    0.650381124383749398E+00
    0.240850930747558125E-72    0.326653047143360425E+03    0.149199691379897886E+00    0.688336643423219319E+00
    0.253926282864727887E-72    0.326545315538448335E+03    0.603167700642040228E-01    0.895053993050616614E+00
    0.271442852272776582E-72    0.326409900281651005E+03    0.203786164449926172E+00    0.982753495252224551E+00
    0.359119202322758674E-72    0.325848094791811377E+03    0.189908860449065187E+00    0.909564150227761159E+00
    0.484027677216854112E-72    0.325249119359526503E+03    0.480248758270160406E-01    0.686385061546813113E+00
    0.583276085666598160E-72    0.324874082269202006E+03    0.598861251352669904E-01    0.885285201682018075E+00
    0.668596072665267440E-72    0.324599043338352146E+03    0.415373148017100513E-01    0.570120304168398095E+00
    0.854433711399341878E-72    0.324106525691047750E+03    0.133844975680875389E+00    0.602296762872088554E+00
    0.125413947271827255E-71    0.323336993663811427E+03    0.151165783405303955E+00    0.700725793838500977E+00
    0.137920921679840480E-71    0.323144872373153248E+03    0.160469643712727122E+00    0.752163218624596452E+00
    0.143893779277158893E-71    0.323058082585417878E+03    0.384537209382266529E-01    0.509618507506187757E+00
    0.208571657073007787E-71    0.322313668029962457E+03    0.134573551858482798E+00    0.607240456165341058E+00
    0.974095972195601338E-71    0.319229213686626281E+03    0.671087905026973575E-01    0.993493043962656475E+00
    0.125334553890320488E-70    0.318723089980056386E+03    0.874163125717374728E-01    0.276537889458442321E+00
    0.717318577629245195E-70    0.315232023042013168E+03    0.102931396462321204E+00    0.411020654036451327E+00
    0.155673046147714395E-69    0.313680377080714209E+03    0.781829572443014514E-01    0.233850612976302136E+00
