    0.697820297544994583E-01    0.388983061619741055E+00   -0.659154441655499301E+01
    0.801461254732531436E-01    0.465630954071283631E+00   -0.610652097836109675E+01
    0.705729734459421137E-01    0.396854610620180237E+00   -0.604294594717865952E+01
    0.141030438239502898E+00    0.942407830993552520E+00   -0.492606308105091895E+01
    0.129875392313800797E+00    0.860591628414864251E+00   -0.476171528005686717E+01
    0.125839328712504667E+00    0.830517083643681042E+00   -0.472657859904220778E+01
    0.137865824198338205E+00    0.922003809343125091E+00   -0.457517694181312340E+01
    0.111756382335453180E+00    0.726551237109582693E+00   -0.429970017185906972E+01
    0.127714880655783514E+00    0.848368480837094374E+00   -0.428756026039793703E+01
    0.125692844390869141E+00    0.998360395431518555E+00   -0.423937064500331040E+01
    0.107204151440235360E+00    0.837635235993256622E+00   -0.417803168243921164E+01
    0.113083521866976691E+00    0.888329168127044877E+00   -0.412103833601862313E+01
    0.845636585539902980E-01    0.632077878971468832E+00   -0.411739714801314260E+01
    0.874124953553737372E-01    0.536227535744355222E+00   -0.407908439585068283E+01
    0.125976605310029188E+00    0.998406615654366059E+00   -0.403860949989061346E+01
    0.110883239705579589E+00    0.721930915976738641E+00   -0.402806617021174773E+01
    0.125418400860035278E+00    0.993288557421474816E+00   -0.400982326465654904E+01
    0.128713038096778171E+00    0.858434371449873557E+00   -0.400562293426785665E+01
    0.121189680438827538E+00    0.956662573333793231E+00   -0.397582341226004043E+01
    0.876074317799599711E-01    0.659044111573977909E+00   -0.392431837270429007E+01
    0.127527377640826778E+00    0.850928000990760935E+00   -0.384575662024955234E+01
    0.116691582421525206E+00    0.916240664074906563E+00   -0.382372590238615651E+01
    0.725273911781758041E-01    0.505408249323794578E+00   -0.377039949998195256E+01
    0.741310119628906250E-01    0.436085820198059082E+00   -0.375447079035719833E+01
    0.812523093790254169E-01    0.489590982367088312E+00   -0.371220769653832416E+01
    0.136397732338089273E+00    0.919288336961364361E+00   -0.370982647511204178E+01
    0.759039131072332118E-01    0.542085867963081003E+00   -0.369754401317429870E+01
    0.117878914344629160E+00    0.778819413029868457E+00   -0.367592569781207512E+01
    0.101107716560363770E+00    0.778849124908447266E+00   -0.367336526679583875E+01
    0.929408010494273684E-01    0.583704226851836427E+00   -0.363990150629322784E+01
    0.681357919244011817E-01    0.414220474518929072E+00   -0.363708565123062710E+01
    0.901578227912108870E-01    0.561672741183399271E+00   -0.360344754930897038E+01
    0.122764283502379473E+00    0.816939545009767620E+00   -0.360082589297433753E+01
    0.107076973341499931E+00    0.695986976939886759E+00   -0.357644213191184557E+01
    0.765541318658205794E-01    0.547706110804564328E+00   -0.356937060255507310E+01
    0.938100545096807459E-01    0.712057985214196276E+00   -0.351105980113892624E+01
    0.109938954106475861E+00    0.854064845334470357E+00   -0.348264507076101149E+01
    0.127140356229805795E+00    0.851512696081019871E+00   -0.347687485012828823E+01
    0.115936225549905098E+00    0.905552831041097073E+00   -0.346259160772654573E+01
    0.129593207125452775E+00    0.870361879355146972E+00   -0.345783019218714349E+01
    0.914835517978573320E-01    0.573409691981213165E+00   -0.345733137081524911E+01
    0.119009432675790700E+00    0.931219906868615332E+00   -0.340772826933452766E+01
    0.123836127254804140E+00    0.826983221249546596E+00   -0.340627450373800000E+01
    0.717807412147521973E-01    0.425380408763885498E+00   -0.340004228999314595E+01
    0.858788573581422410E-01    0.529282295297525462E+00   -0.334205275168132587E+01
    0.119174753891327048E+00    0.931815790807459354E+00   -0.334124017155688779E+01
    0.109644078659771729E+00    0.718201415967221313E+00   -0.332103920091756288E+01
    0.102558490653302095E+00    0.662808397249527337E+00   -0.329898658254901500E+01
    0.871760257873273881E-01    0.648856475414756773E+00   -0.326652792663748626E+01
    0.744434355214401433E-01    0.521777300304481217E+00   -0.326168484938946301E+01
    0.899302107280105373E-01    0.674090187546530273E+00   -0.324192799214495109E+01
    0.134853590193040912E+00    0.912732159161884771E+00   -0.322443916462767621E+01
    0.119209213621987872E+00    0.930316679253377132E+00   -0.319737919459691744E+01
    0.839165472566170412E-01    0.617218161849895863E+00   -0.317631376463797110E+01
    0.688192514690265100E-01    0.427264001151036688E+00   -0.310191528029503205E+01
    0.135412503776936366E+00    0.918905571086310990E+00   -0.305081029436743290E+01
    0.130310112863913780E+00    0.880273709641843705E+00   -0.303297719106421004E+01
    0.116852414669177909E+00    0.908129418630744922E+00   -0.303164380323654425E+01
    0.117367667376464702E+00    0.781236850050291864E+00   -0.299572938486201856E+01
    0.742484081503355792E-01    0.444168062134441488E+00   -0.297680693932306895E+01
    0.995020168041191033E-01    0.757203726000191146E+00   -0.296738908264629897E+01
    0.127192174134359071E+00    0.857168775720543841E+00   -0.296619733938961128E+01
    0.857119173499928388E-01    0.531049017661668787E+00   -0.295437520621433336E+01
    0.104938470191524733E+00    0.684585025375236356E+00   -0.295265189426779262E+01
    0.104469137240296259E+00    0.800487184015785225E+00   -0.294676967824927916E+01
    0.909860443001799801E-01    0.680731383806165047E+00   -0.294538588551451896E+01
    0.114623366824425213E+00    0.887872902374430395E+00   -0.293460189649075964E+01
    0.781987931447478690E-01    0.558195696990871792E+00   -0.292134617152502907E+01
    0.131152342295254021E+00    0.888416187083868603E+00   -0.287914703582130116E+01
    0.886149480192220118E-01    0.555214526281185616E+00   -0.285258905810903229E+01
    0.765488656846767951E-01    0.461066867848200446E+00   -0.284686396053648405E+01
    0.104346389291368302E+00    0.680922356570035192E+00   -0.284199412224282000E+01
    0.107000109621530767E+00    0.701847352498339405E+00   -0.284090325888697581E+01
    0.102204263519046407E+00    0.779423389212468010E+00   -0.283327554388654024E+01
    0.782513171364843385E-01    0.474011063320680992E+00   -0.279388253320123248E+01
    0.914196617203109629E-01    0.682822432560439063E+00   -0.277006169282701231E+01
    0.115255202004928531E+00    0.891154317366676052E+00   -0.276934527580919321E+01
    0.116843604855390082E+00    0.904575302776814416E+00   -0.276183739115956151E+01
    0.872719932875868631E-01    0.545222481793667391E+00   -0.275870638194836593E+01
    0.110205299116288194E+00    0.727856315029428602E+00   -0.275256675447803500E+01
    0.954451125688230984E-01    0.718495067307189705E+00   -0.271993676396006601E+01
    0.954370958551131188E-01    0.718326832065788623E+00   -0.271122826696644159E+01
    0.887594778067668511E-01    0.657631839596294898E+00   -0.268960839686520936E+01
