    0.100047814643383037E+01   -0.434860479831695491E-02   -0.499755263328552246E+04    0.217139470577239983E-02    0.406395316123962402E+04   -0.625790690663477658E+29   -0.690775511231546968E+01    1
    0.100045679676532751E+01   -0.306628894805908211E-02    0.454914271831512451E+04    0.410924780368805004E-02   -0.499949157238006592E+04   -0.571838266673515601E+29   -0.690875511231548245E+01    1
    0.100041500228643421E+01   -0.287115794420242333E-02   -0.420246839523315430E+04    0.529163318872451736E-02   -0.494791388511657715E+04   -0.506754538226422836E+29   -0.690975511231547301E+01    1
    0.999875457704067272E+00   -0.133798164129257202E-02   -0.247241556644439697E+04    0.509072828292846634E-02   -0.493608534336090088E+04   -0.412736498154756974E+29   -0.691075511231547601E+01    1
    0.100028801470994955E+01   -0.378648412227630638E-02   -0.498511672019958496E+04    0.136094737052917499E-02   -0.306764125823974609E+04   -0.409201115402761322E+29   -0.691175511231546658E+01    1
    0.100028926640748983E+01   -0.430491012334823647E-02   -0.163499176502227783E+04    0.401273506879806525E-02   -0.494368553161621094E+04   -0.280714479871673108E+29   -0.691275511231547579E+01    1
    0.100030561035871512E+01    0.409106791019439738E-03   -0.168104231357574463E+04    0.424758958816528337E-02   -0.492807090282440186E+04   -0.261208594609736535E+29   -0.691375511231547435E+01    1
    0.100006546074152003E+01   -0.198913258314132712E-02   -0.729060769081115723E+03    0.483860063552856400E-02   -0.487947404384613037E+04   -0.190129688708369764E+29   -0.691475511231548357E+01    1
    0.999520324647426683E+00   -0.165601950883865340E-02   -0.464525401592254639E+04    0.261578100919723517E-02   -0.499382197856903076E+04   -0.183484738331191953E+29   -0.691575511231552209E+01    1
    0.999762697815895107E+00   -0.130393189191818247E-02   -0.160841584205627441E+04    0.517838764190673914E-02   -0.485861122608184814E+04   -0.169906338659792536E+29   -0.691675511231554463E+01    1
    0.100002633291482934E+01   -0.221729528903961189E-02   -0.415530681610107422E+04    0.525439161062240569E-02   -0.484041512012481689E+04   -0.138866908967788835E+29   -0.691775511231549967E+01    1
    0.999803305923938845E+00   -0.415315520763397290E-02   -0.486845254898071289E+04    0.508561509847640925E-02   -0.155796408653259277E+04   -0.122863429580273460E+29   -0.691875511231549378E+01    1
    0.100021563065052033E+01   -0.211431664228439340E-02   -0.498088836669921875E+04    0.140754121541976926E-02    0.445781946182250977E+04   -0.121327362546629148E+29   -0.691975511231551454E+01    1
    0.999823408365249744E+00   -0.229066383838653562E-02   -0.495774030685424805E+04    0.430298763513565011E-02    0.992664098739624023E+03   -0.108125847685926714E+29   -0.692075511231548113E+01    1
    0.100023898661136634E+01   -0.333689820766448981E-02   -0.487859308719635010E+04    0.523769038915634227E-02   -0.408622860908508301E+04   -0.869768819834954067E+28   -0.692175511231547080E+01    1
    0.100036058121919647E+01    0.250949263572692953E-04    0.348706781864166260E+04    0.382588434219360363E-02   -0.485123157501220703E+04   -0.849487751752564118E+28   -0.692275511231549334E+01    1
    0.100041213470697410E+01   -0.288849991559982306E-02    0.429556250572204590E+04    0.380704152584075955E-02   -0.485180497169494629E+04   -0.846898024602840542E+28   -0.692375511231548746E+01    1
    0.999906162142753629E+00   -0.368384718894958782E-04    0.334125459194183350E+04    0.270925509929656992E-02   -0.488200843334197998E+04   -0.614334021808949591E+28   -0.692475511231548957E+01    1
    0.999710294306278335E+00   -0.363840502500534105E-02   -0.175979375839233398E+04    0.451323497295379704E-02   -0.478439092636108398E+04   -0.533770014187787976E+28   -0.692575511231552365E+01    1
    0.999849211096763613E+00   -0.365625870227813702E-02   -0.481845974922180176E+04    0.501435685157775902E-02    0.283468842506408691E+04   -0.525358796765082033E+28   -0.692675511231553909E+01    1
    0.100011973625421535E+01   -0.353364926576614372E-02    0.129774689674377441E+04    0.441729086637496909E-02   -0.478361487388610840E+04   -0.506618683185359443E+28   -0.692775511231552343E+01    1
    0.999933040142059415E+00   -0.421368938684463581E-02    0.287720859050750732E+04    0.255852210521698023E-02   -0.487360775470733643E+04   -0.495769308109244061E+28   -0.692875511231550334E+01    1
    0.999863529503345561E+00   -0.930700898170471391E-04   -0.710248947143554688E+02    0.182099598646163954E-02   -0.492676913738250732E+04   -0.472709287471754652E+28   -0.692975511231548769E+01    1
    0.999777155816555130E+00   -0.258203518390655523E-02   -0.394549369812011719E+03    0.356121289730072050E-02   -0.480107188224792480E+04   -0.405274293085713486E+28   -0.693075511231546315E+01    1
    0.999691325902938854E+00   -0.412599724531173724E-02   -0.476903557777404785E+04    0.169367390871047983E-02   -0.392868459224700928E+04   -0.369569690219396727E+28   -0.693175511231550789E+01    1
    0.999752197742462267E+00   -0.428458762168884219E-02    0.350426793098449707E+04    0.451742845773696854E-02   -0.474150896072387695E+04   -0.321099343078962041E+28   -0.693275511231550912E+01    1
    0.999534248054027574E+00   -0.165380758047103905E-02   -0.490940213203430176E+04    0.503269928693771303E-02    0.111096739768981934E+04   -0.317111518977691770E+28   -0.693375511231550057E+01    1
    0.100000694209337238E+01   -0.390426707267761209E-02    0.355651259422302246E+04    0.357880252599716191E-02   -0.477785408496856689E+04   -0.310516428838249585E+28   -0.693475511231554709E+01    1
    0.999908548712730494E+00   -0.296851736307144178E-02   -0.480568885803222656E+04    0.104643213748931889E-02    0.993555784225463867E+03   -0.297498185547306616E+28   -0.693575511231551811E+01    1
    0.999645121872425158E+00   -0.349753451347351073E-02   -0.476978063583374023E+04    0.352619278430938744E-02    0.482227802276611328E+03   -0.269417812488998564E+28   -0.693675511231548558E+01    1
    0.999956589519977679E+00   -0.380738687515258826E-02   -0.400525152683258057E+04    0.239715862274169928E-02   -0.483283877372741699E+04   -0.261783780287103810E+28   -0.693775511231549125E+01    1
    0.100032492572069165E+01   -0.129073899984359750E-02   -0.691232085227966309E+03    0.127438682317733767E-02   -0.493476331233978271E+04   -0.254615416966803916E+28   -0.693875511231549424E+01    1
    0.999682302296161729E+00   -0.185191643238067629E-02   -0.486625492572784424E+04    0.164257514476776121E-02   -0.237091541290283203E+04   -0.237987737306884878E+28   -0.693975511231547948E+01    1
    0.999881211400032055E+00   -0.389583182334899943E-02   -0.473919332027435303E+04    0.170554983615875248E-02   -0.213247656822204590E+04   -0.232324679653014047E+28   -0.694075511231545761E+01    1
    0.999912483096122795E+00   -0.449676376581191993E-02   -0.469901621341705322E+04    0.900030612945556738E-03    0.535679459571838379E+03   -0.191937666057040071E+28   -0.694175511231546682E+01    1
    0.999648346543312138E+00   -0.294809859991073623E-02   -0.476576626300811768E+04    0.167959856986999519E-02   -0.344272434711456299E+04   -0.182414058005142378E+28   -0.694275511231551334E+01    1
    0.100036216288805013E+01   -0.446506631374359204E-02   -0.467468142509460449E+04    0.124791729450225838E-02   -0.327376008033752441E+04   -0.141664787215427669E+28   -0.694375511231550835E+01    1
    0.100043992060422893E+01   -0.154137533903121954E-02   -0.485720396041870117E+04    0.515496015548706039E-03   -0.449517667293548584E+04   -0.136761150836927135E+28   -0.694475511231550335E+01    1
    0.100046067982912068E+01   -0.421754789352416989E-02    0.238884687423706055E+04    0.508418041467666691E-02   -0.464047789573669434E+04   -0.122305382283595079E+28   -0.694575511231551523E+01    1
    0.100018091070652004E+01   -0.357610595226287879E-02   -0.327049434185028076E+04    0.549554514884948754E-02   -0.462441086769104004E+04   -0.117994317872505515E+28   -0.694675511231552090E+01    1
    0.999754203438758871E+00   -0.305038493871688868E-02   -0.472145140171051025E+04    0.593985199928283671E-03   -0.133223116397857666E+04   -0.115333856360014068E+28   -0.694775511231551945E+01    1
    0.100016992747783662E+01   -0.189535480737686168E-02   -0.479398787021636963E+04    0.115896213054657001E-02   -0.162031352519989014E+04   -0.105520662856220465E+28   -0.694875511231547005E+01    1
    0.999815179824829148E+00   -0.317571264505386343E-02    0.184919893741607666E+04    0.549829113483429020E-02   -0.461389780044555664E+04   -0.104274899223029405E+28   -0.694975511231546506E+01    1
    0.100006184911727902E+01   -0.164028775691986081E-02    0.378615856170654297E+04    0.534386831521987959E-02   -0.461087584495544434E+04   -0.950229649352124204E+27   -0.695075511231549914E+01    1
    0.999540025889873562E+00   -0.104942452907562248E-02   -0.485524356365203857E+04    0.387237119674682618E-02    0.239554703235626221E+04   -0.670384232004365160E+27   -0.695175511231552257E+01    1
    0.100028008019924175E+01   -0.156322014331817648E-02   -0.477644681930541992E+04    0.436560618877410850E-02    0.212498664855957031E+04   -0.582612147156381970E+27   -0.695275511231550336E+01    1
    0.999924492239952167E+00   -0.198854368925094598E-02   -0.473090827465057373E+04    0.492578822374343910E-02    0.917391777038574219E+03   -0.548488878904149624E+27   -0.695375511231547883E+01    1
    0.100002070122957232E+01   -0.331816089153289797E-02   -0.464378356933593750E+04    0.657610774040222204E-03   -0.520833730697631836E+03   -0.541841071863516399E+27   -0.695475511231550136E+01    1
    0.999769838750362405E+00    0.383600175380706811E-03   -0.492841601371765137E+04    0.126027423143386841E-02   -0.463889122009277344E+04   -0.538817796635339341E+27   -0.695575511231551680E+01    1
    0.100035829710960389E+01   -0.206359636783599865E-02   -0.472198367118835449E+04    0.225085425376892086E-02   -0.326833963394165039E+04   -0.530980603628294982E+27   -0.695675511231548427E+01    1
    0.100036476832628263E+01   -0.193183374404907234E-02    0.560441613197326660E+03    0.251594144105911268E-02   -0.468191742897033691E+04   -0.490276662855287293E+27   -0.695775511231548727E+01    1
    0.999670811593532660E+00   -0.120686274766921989E-02   -0.321551084518432617E+04    0.491234469413757285E-02   -0.456698954105377197E+04   -0.476407497831932055E+27   -0.695875511231550270E+01    1
