

    0.128519747445342228E-98    0.505250197738697807E+03    0.999598431726697600E+00   -0.270778126062578339E+00    0.477786530750620477E+04    0.271115311008313764E+00    0.465966326943567037E+04
    0.193860763716721881E-98    0.504426082499821689E+03    0.100005752491727407E+01   -0.329431114988554263E-02    0.300589170938552979E+04    0.553804850254824288E-02    0.342129781682676912E+04
    0.244037049861592130E-98    0.503963722762066880E+03    0.999768690999803367E+00   -0.715270399924484601E+00    0.407204327183081659E+04    0.715176457893939022E+00    0.408810168659233204E+04
    0.350394055575538756E-98    0.503238246088515837E+03    0.100026129869521196E+01    0.691115662404344855E+00    0.285361413519277903E+04   -0.690946137117949055E+00    0.286966033094493378E+04
    0.382687518512164830E-98    0.503059925321764581E+03    0.100028282691604842E+01    0.257343108144043597E-01    0.385264860993726870E+04   -0.249836465416950482E-01    0.410901000877511797E+04
    0.398658820396886610E-98    0.502976150948249028E+03    0.999733967117180988E+00   -0.476122271525691865E-02    0.258318908561313583E+04    0.623488367696189982E-02    0.472410877482538126E+04
    0.515109643453984334E-98    0.502461603321160396E+03    0.999681803730873675E+00   -0.504716917672651588E+00    0.134818483535397718E+04    0.504642266185742150E+00    0.135236184566014526E+04
    0.603974789023759193E-98    0.502141297962915701E+03    0.100028915013427477E+01   -0.222709603862869532E-02    0.386926532070984285E+04    0.323072695374104768E-02    0.290657375914510794E+04
    0.609564798965959742E-98    0.502120872360535770E+03    0.999559862467781501E+00   -0.302910747901997124E+00    0.352082098005476109E+04    0.303743058828204848E+00    0.356066860747314786E+04
    0.614538685512317310E-98    0.502102619114031029E+03    0.100026293750240924E+01    0.430766264734999238E+00    0.486660287562000485E+04   -0.429258883613017894E+00    0.487923087950976878E+04
    0.624900851572655897E-98    0.502067176877652400E+03    0.999587423168743938E+00   -0.513125484333941673E-01    0.364393106453103610E+04    0.529992286303835325E-01    0.352730314026750057E+04
    0.635147517160737038E-98    0.502032648312184847E+03    0.100007097134478151E+01    0.276620016453243078E+00    0.461376503014670743E+04   -0.276875926637886072E+00    0.463958394662035425E+04
    0.729987447449267416E-98    0.501752308199549930E+03    0.100014621281138338E+01   -0.381761397741009478E-01    0.451981553190660088E+04    0.404432434044046385E-01    0.430756557152189816E+04
    0.753903583945843667E-98    0.501685833902827881E+03    0.100022789753227959E+01    0.131635599185464525E+00    0.400918082640112334E+04   -0.129511557117626852E+00    0.412109139360531117E+04
    0.781811609497021226E-98    0.501611135271087903E+03    0.100004599110725767E+01    0.300246854858958079E+00    0.335436843589097589E+04   -0.297990852300354048E+00    0.334900768798544959E+04
    0.885000426616719943E-98    0.501361186622867990E+03    0.100014324599322135E+01    0.374917841231567905E-01    0.370251809950150891E+04   -0.373196377938761481E-01    0.440699629693674797E+04
    0.902813183146027191E-98    0.501319331582295717E+03    0.100027443747210243E+01   -0.761738147253311570E+00    0.278068427764432545E+04    0.763488073502340603E+00    0.276522046130483886E+04
    0.109015689073171283E-97    0.500940209074356233E+03    0.999984083113658051E+00    0.842926008847341368E+00    0.420409745629076133E+04   -0.843054613121267948E+00    0.419924726941549670E+04
    0.121736943088804138E-97    0.500717467665825325E+03    0.999654090426720265E+00   -0.327955633778018729E-01    0.153894882717824476E+04    0.342546848153739703E-01    0.167237107381221813E+04
    0.186118317657722190E-97    0.499866427515168652E+03    0.999576070377912185E+00   -0.242263280887544674E-01    0.441259209020913477E+04    0.238711642780431443E-01    0.493306602779059176E+04
    0.190055455661218784E-97    0.499822560888050475E+03    0.999765397436945147E+00    0.412163300009393829E-02    0.294172740675716705E+04   -0.451450215557558376E-02    0.231989583975193455E+04
    0.258579203475290033E-97    0.499204788604118050E+03    0.100002653281734499E+01   -0.306914108676084041E+00    0.419002038571310550E+04    0.308675125927473371E+00    0.421938603913400584E+04
    0.340185594511888211E-97    0.498654210021219285E+03    0.999572400024782981E+00    0.157859675969036717E+00    0.335462405570704868E+04   -0.156101037022659206E+00    0.334545672844996989E+04
    0.389740743240412219E-97    0.498380229176700766E+03    0.100026266206970726E+01   -0.211306029871949352E-01    0.426613410929020938E+04    0.221795033118801221E-01    0.412913093239758200E+04
    0.722349570766873831E-97    0.497144174307485969E+03    0.100034773783612363E+01   -0.815719928403511929E+00    0.296937543209123214E+04    0.816659763363209112E+00    0.296211813292740226E+04
    0.803456901564935075E-97    0.496929345600274985E+03    0.999726324708586134E+00   -0.393377661335530870E+00    0.382683988192793186E+04    0.393110687488081201E+00    0.377379693624270476E+04
    0.922294283679972064E-97    0.496651463986349427E+03    0.100017802573702608E+01   -0.669008269416588863E+00    0.434134275854750740E+04    0.671176964281299471E+00    0.433135615785048503E+04
    0.105535724192638056E-96    0.496379923477937609E+03    0.100000683246741784E+01    0.181567771738302408E+00    0.457716288878656087E+04   -0.180136790899284693E+00    0.450270305594075944E+04
    0.110792191187366769E-96    0.496280709914650402E+03    0.999648410743916416E+00    0.247313697528457554E+00    0.369340454149812467E+04   -0.247779370241295926E+00    0.375877429043737175E+04
    0.121993162979221784E-96    0.496086092500995164E+03    0.999923972838909214E+00   -0.609116673708438583E-01    0.444916692574428271E+04    0.632301326790032370E-01    0.442802203738544085E+04
    0.123190761008997599E-96    0.496064554392058483E+03    0.999840821116357970E+00    0.367194760374050411E+00    0.415646664746327770E+04   -0.365964880503746537E+00    0.423748592835673844E+04
    0.148775179250902268E-96    0.495685149900261479E+03    0.999959544783771692E+00   -0.480551479549193861E-01    0.412656419200055825E+04    0.501127269477881221E-01    0.374083756909412477E+04
    0.189211590920598115E-96    0.495202290669942727E+03    0.100015524294044034E+01   -0.652027216729284653E+00    0.274001418221420590E+04    0.652430871305829996E+00    0.274091842316895418E+04
    0.192663891113261662E-96    0.495164128157185075E+03    0.999838440370575010E+00    0.529710463038024049E+00    0.302035023299895693E+04   -0.528854499376574028E+00    0.300351240973190124E+04
    0.224072322620158180E-96    0.494860084767844739E+03    0.100030603769789006E+01    0.480079737030515652E+00    0.391608603916141510E+04   -0.479273838691786080E+00    0.395836839393137780E+04
    0.238736121784593852E-96    0.494731304806972105E+03    0.999555890718726636E+00   -0.202640545737486244E+00    0.447629600400051459E+04    0.203168485988029612E+00    0.457037799990338135E+04
    0.244456588219897026E-96    0.494681947025297632E+03    0.999866343972668936E+00    0.870088137449296362E-01    0.335345543042064128E+04   -0.852993821529108853E-01    0.354433543183731308E+04
    0.244392733243579527E-96    0.494680469517393988E+03    0.999698561472341152E+00    0.832055363055370645E-01    0.302373479074739225E+04   -0.812527114475410928E-01    0.296390963748507147E+04
    0.279300896596622954E-96    0.494411443138808806E+03    0.999737820275988232E+00   -0.136603075989023548E-01    0.216111274036114082E+04    0.157463529300851945E-01    0.210782848017944070E+04
    0.366997823207003990E-96    0.493863310671571242E+03    0.999943011028770812E+00    0.666390020245810621E-01    0.336810374715551370E+04   -0.649656793554350687E-01    0.324511263147367754E+04
    0.397081685366987133E-96    0.493703738472784835E+03    0.100001565789078528E+01    0.744469983953433001E-02    0.455453674480168411E+04   -0.549061573975051509E-02    0.351719639666650801E+04
