Time [d]	Flux	Sigma
--------	----	-----
57449.4472013100	6303949.8125000000	2545.7954101562
57449.4495046500	6313783.1875000000	2547.2294921875
57449.4518079800	6314581.0000000000	2547.1091308594
57449.4541113100	6315443.7500000000	2546.9846191406
57449.4564142800	6321651.6875000000	2548.2824707031
57449.4587176100	6326053.0000000000	2548.8874511719
57449.4610209400	6327052.5000000000	2549.1623535156
57449.4633242800	6325801.6250000000	2548.8601074219
57449.4656272400	6326835.9375000000	2548.6818847656
57449.4676720500	5285845.3125000000	2331.4448242188
57449.5054305700	6327846.1250000000	2553.3652343750
57449.5077339100	6320342.5625000000	2550.6574707031
57449.5100372400	6320820.9375000000	2549.9731445312
57449.5123402000	6327315.0625000000	2550.5981445312
57449.5146435400	6321805.3125000000	2549.0798339844
57449.5169468700	6325699.6250000000	2549.5354003906
57449.5192502000	6329016.8125000000	2550.2121582031
57449.5215531700	6326354.1250000000	2549.2253417969
57449.5238565000	6331246.1250000000	2549.9433593750
57449.5261598300	6326797.2500000000	2549.3825683594
57449.5284631700	6324981.7500000000	2548.9365234375
57449.5307661300	6322704.8125000000	2548.0576171875
57449.5330694600	6326015.4375000000	2548.5249023438
57449.5716690900	6271413.0625000000	2541.9746093750
57449.5739724200	6263735.3125000000	2539.3769531250
57449.5762753900	6265321.6250000000	2538.8959960938
57449.5785787200	6264605.0625000000	2538.1958007812
57449.5808820500	6268575.2500000000	2538.4348144531
57449.5831853900	6273502.8750000000	2538.9943847656
57449.5854883500	6266011.3125000000	2537.3374023438
57449.5877916800	6266502.0000000000	2537.5817871094
57449.5900950200	6262600.5625000000	2537.0126953125
57449.5923983500	6263684.5000000000	2537.1271972656
57449.5947013100	6264817.6875000000	2537.3674316406
57449.5970046500	6266661.9375000000	2537.1430664062
57449.5993079800	6265446.0000000000	2536.8972167969
57449.6378957600	6264093.6250000000	2540.4069824219
57449.6401990900	6260894.4375000000	2538.7893066406
57449.6425024200	6267726.9375000000	2539.4462890625
57449.6448057600	6261998.8125000000	2537.6970214844
57449.6471087200	6268670.1875000000	2538.5314941406
57449.6494120500	6265588.6250000000	2537.6689453125
57449.6517153900	6265249.2500000000	2537.1640625000
57449.6540187200	6265848.6250000000	2537.4396972656
57449.6563216800	6273236.8125000000	2538.7360839844
57449.6586250200	6270708.3125000000	2538.4743652344
57449.6609283500	6268080.5625000000	2538.1003417969
57449.6632316800	6274561.0000000000	2538.8718261719
57449.6655346500	6273102.2500000000	2538.3815917969
57449.7041342800	6317438.7500000000	2551.9924316406
57449.7064376100	6318645.6250000000	2550.6113281250
57449.7087409400	6322136.0625000000	2550.0725097656
57449.7110439100	6331327.5000000000	2551.2749023438
57449.7133472400	6319583.3750000000	2548.7912597656
57449.7156505700	6324664.5625000000	2549.1955566406
57449.7179539100	6324331.8125000000	2548.8920898438
57449.7202568700	6325443.0000000000	2548.8662109375
57449.7225602000	6320790.8750000000	2548.0324707031
57449.7248635400	6326164.6250000000	2549.1909179688
57449.7271668700	6317698.1250000000	2547.4887695312
57449.7294698300	6317970.9375000000	2547.2294921875
