Time [d]	Flux	Sigma
--------	----	-----
57449.4472013100	6293556.4375000000	2527.2060546875
57449.4495046500	6288718.8125000000	2525.8984375000
57449.4518079800	6299894.2500000000	2527.6269531250
57449.4541113100	6300847.8750000000	2527.4428710938
57449.4564142800	6299856.5625000000	2527.3718261719
57449.4587176100	6303006.3125000000	2527.7739257812
57449.4610209400	6303602.6875000000	2527.9421386719
57449.4633242800	6309229.3125000000	2528.8420410156
57449.4656272400	6305964.6875000000	2528.0747070312
57449.4676720500	5292613.2500000000	2317.0625000000
57449.5054305700	6299419.8125000000	2531.3657226562
57449.5077339100	6304371.9375000000	2530.7929687500
57449.5100372400	6303830.0625000000	2529.9184570312
57449.5123402000	6306343.5625000000	2529.6933593750
57449.5146435400	6303391.3750000000	2528.7790527344
57449.5169468700	6309229.4375000000	2529.6660156250
57449.5192502000	6308145.8125000000	2529.2316894531
57449.5215531700	6310614.9375000000	2529.5029296875
57449.5238565000	6311837.8125000000	2529.7202148438
57449.5261598300	6309881.3125000000	2529.3381347656
57449.5284631700	6317238.6875000000	2530.6923828125
57449.5307661300	6307756.8750000000	2528.5202636719
57449.5330694600	6306824.2500000000	2528.0910644531
57449.5716690900	6246006.3125000000	2520.5019531250
57449.5739724200	6247313.2500000000	2519.5756835938
57449.5762753900	6245444.1875000000	2518.5651855469
57449.5785787200	6247942.3750000000	2518.4189453125
57449.5808820500	6247484.7500000000	2517.8151855469
57449.5831853900	6252249.8125000000	2518.2409667969
57449.5854883500	6241539.8125000000	2516.1135253906
57449.5877916800	6250408.8125000000	2517.6987304688
57449.5900950200	6253283.6250000000	2518.4731445312
57449.5923983500	6248121.3750000000	2517.3652343750
57449.5947013100	6243890.5625000000	2516.7209472656
57449.5970046500	6245461.9375000000	2516.7880859375
57449.5993079800	6242007.8750000000	2515.5825195312
57449.6378957600	6237332.3750000000	2518.6398925781
57449.6401990900	6241350.4375000000	2518.3959960938
57449.6425024200	6234392.6250000000	2516.3696289062
57449.6448057600	6241461.3125000000	2517.2275390625
57449.6471087200	6242790.7500000000	2516.8437500000
57449.6494120500	6245425.7500000000	2517.0078125000
57449.6517153900	6241886.5625000000	2516.2297363281
57449.6540187200	6250409.0625000000	2517.7282714844
57449.6563216800	6251089.3125000000	2517.8977050781
57449.6586250200	6248649.1875000000	2517.6516113281
57449.6609283500	6248114.1250000000	2517.5837402344
57449.6632316800	6253975.6250000000	2518.1191406250
57449.6655346500	6252871.1250000000	2517.7299804688
57449.7041342800	6292786.7500000000	2530.5507812500
57449.7064376100	6297965.9375000000	2529.8754882812
57449.7087409400	6301145.4375000000	2529.2407226562
57449.7110439100	6300160.8125000000	2528.7363281250
57449.7133472400	6300062.7500000000	2528.2380371094
57449.7156505700	6296501.7500000000	2527.0522460938
57449.7179539100	6298842.0000000000	2527.2839355469
57449.7202568700	6297711.0625000000	2526.7429199219
57449.7225602000	6297871.9375000000	2526.9887695312
57449.7248635400	6296546.4375000000	2526.6538085938
57449.7271668700	6298276.4375000000	2527.1098632812
57449.7294698300	6303002.4375000000	2527.7160644531
