Time [d]	Flux	Sigma
--------	----	-----
57449.4472013100	5353568.3750000000	2366.1713867188
57449.4495046500	5359652.7500000000	2367.1867675781
57449.4518079800	5362570.6250000000	2367.1372070312
57449.4541113100	5365787.4375000000	2367.7114257812
57449.4564142800	5369286.2500000000	2368.2148437500
57449.4587176100	5372758.8750000000	2368.9204101562
57449.4610209400	5371207.9375000000	2368.6823730469
57449.4633242800	5372365.3750000000	2368.7998046875
57449.4656272400	5372079.0000000000	2368.2539062500
57449.4676720500	4507036.5000000000	2171.1198730469
57449.5054305700	5373254.6250000000	2373.5668945312
57449.5077339100	5372893.1250000000	2371.9785156250
57449.5100372400	5375666.6875000000	2371.9074707031
57449.5123402000	5377693.0625000000	2371.4013671875
57449.5146435400	5376419.5625000000	2370.7307128906
57449.5169468700	5378458.2500000000	2370.9726562500
57449.5192502000	5377255.8125000000	2370.5795898438
57449.5215531700	5379234.0625000000	2370.5683593750
57449.5238565000	5381400.0000000000	2370.9299316406
57449.5261598300	5376026.9375000000	2369.8398437500
57449.5284631700	5377195.2500000000	2370.1398925781
57449.5307661300	5377880.6250000000	2369.8928222656
57449.5330694600	5375632.8750000000	2369.0732421875
57449.5716690900	5323541.5000000000	2362.6406250000
57449.5739724200	5328092.5625000000	2362.2941894531
57449.5762753900	5326144.3750000000	2361.1352539062
57449.5785787200	5328330.2500000000	2360.7834472656
57449.5808820500	5328211.1875000000	2360.2578125000
57449.5831853900	5324940.8125000000	2359.2185058594
57449.5854883500	5326768.0000000000	2359.4248046875
57449.5877916800	5327514.6875000000	2359.4160156250
57449.5900950200	5325707.1875000000	2359.3225097656
57449.5923983500	5325462.4375000000	2359.0634765625
57449.5947013100	5325929.3750000000	2359.4616699219
57449.5970046500	5326829.4375000000	2359.1486816406
57449.5993079800	5328537.0625000000	2359.2128906250
57449.6378957600	5319755.6875000000	2361.5625000000
57449.6401990900	5326836.3750000000	2361.7492675781
57449.6425024200	5326672.7500000000	2361.2126464844
57449.6448057600	5321142.3125000000	2359.3876953125
57449.6471087200	5324786.3750000000	2359.5314941406
57449.6494120500	5323310.4375000000	2358.9846191406
57449.6517153900	5324531.6250000000	2358.9455566406
57449.6540187200	5326346.6250000000	2359.2253417969
57449.6563216800	5327895.0000000000	2359.5017089844
57449.6586250200	5329098.3750000000	2360.1110839844
57449.6609283500	5325637.5000000000	2359.4567871094
57449.6632316800	5327089.4375000000	2359.1713867188
57449.6655346500	5333009.7500000000	2360.0576171875
57449.7041342800	5370499.0000000000	2373.6564941406
57449.7064376100	5373912.8750000000	2372.6362304688
57449.7087409400	5368846.0000000000	2370.1687011719
57449.7110439100	5376073.7500000000	2371.0773925781
57449.7133472400	5373754.2500000000	2370.1396484375
57449.7156505700	5377309.0000000000	2370.4499511719
57449.7179539100	5373363.5625000000	2369.1711425781
57449.7202568700	5370526.0625000000	2368.5832519531
57449.7225602000	5366683.8125000000	2367.7976074219
57449.7248635400	5373680.6875000000	2369.4528808594
57449.7271668700	5375286.9375000000	2369.7468261719
57449.7294698300	5372875.7500000000	2368.7517089844
