Time [d]	Flux	Sigma
--------	----	-----
57625.7893237500	6342242.7500000000	2526.0576171875
57625.7916270800	6354388.6875000000	2528.4672851562
57625.7939304200	6363849.9375000000	2530.3222656250
57625.7962333800	6367731.7500000000	2530.9052734375
57625.7985367100	6367828.3125000000	2531.0964355469
57625.8008400500	6367719.0000000000	2531.0893554688
57625.8031433800	6373257.8125000000	2532.1037597656
57625.8054463400	6377418.3750000000	2533.3554687500
57625.8077496800	6376812.0625000000	2534.3142089844
57625.8100530100	6379681.9375000000	2536.2690429688
57625.8123563400	6380033.5625000000	2537.1840820312
57625.8144007900	5349501.9375000000	2325.1762695312
57625.8497289400	6374714.8750000000	2532.5646972656
57625.8520322700	6369991.3750000000	2531.6281738281
57625.8543352300	6375691.5000000000	2532.6328125000
57625.8566385700	6377360.2500000000	2532.8022460938
57625.8589419000	6378818.9375000000	2533.1591796875
57625.8612452300	6382962.0625000000	2533.9404296875
57625.8635482000	6377977.5625000000	2533.1616210938
57625.8658515300	6380856.8750000000	2533.4257812500
57625.8681548600	6383444.8750000000	2534.1613769531
57625.8704582000	6383363.1250000000	2534.2297363281
57625.8727611600	6378922.5625000000	2533.7563476562
57625.8750644900	6373381.0625000000	2534.1462402344
57625.8773678300	6377819.0625000000	2536.9050292969
57625.9159674600	6310829.7500000000	2520.2578125000
57625.9182704200	6313517.5000000000	2520.7578125000
57625.9205737500	6311284.8125000000	2520.2719726562
57625.9228770800	6319111.7500000000	2521.8200683594
57625.9251804200	6315831.8750000000	2521.0407714844
57625.9274833800	6317081.4375000000	2521.3254394531
57625.9297867100	6318190.3750000000	2521.5009765625
57625.9320900500	6317516.1250000000	2521.4916992188
57625.9343933800	6316177.3125000000	2521.2785644531
57625.9366963400	6320438.1250000000	2522.1035156250
57625.9389996800	6319497.4375000000	2522.3657226562
57625.9413030100	6318146.4375000000	2523.5585937500
57625.9436063400	6316993.6875000000	2524.4084472656
57625.9821941200	6317090.0625000000	2521.4704589844
57625.9844974600	6323683.9375000000	2522.4277343750
57625.9868007900	6321964.1875000000	2522.2382812500
57625.9891037500	6323188.5625000000	2522.5263671875
57625.9914070800	6321556.0000000000	2522.1545410156
57625.9937104200	6330122.8750000000	2523.9199218750
57625.9960137500	6336579.7500000000	2525.1108398438
57625.9983167100	6353258.8750000000	2528.2338867188
57626.0006200500	6360774.8750000000	2529.8205566406
57626.0029233800	6367561.0000000000	2531.0153808594
57626.0052267100	6386445.4375000000	2535.3842773438
57626.0075296800	6376660.1250000000	2534.8015136719
57626.0098330100	6378003.0625000000	2536.3632812500
57626.0484326400	6367626.1250000000	2531.2280273438
57626.0507359700	6366887.9375000000	2530.9589843750
57626.0530393100	6374191.8125000000	2532.3273925781
57626.0553422700	6374380.1875000000	2532.3642578125
57626.0576456000	6372952.8750000000	2532.1728515625
57626.0599489400	6368174.6875000000	2531.1433105469
57626.0622519000	6374432.7500000000	2532.2719726562
57626.0645552300	6369641.1875000000	2531.4970703125
57626.0668585700	6372322.2500000000	2531.9526367188
57626.0691619000	6378227.8750000000	2533.0153808594
57626.0714648600	6380640.3750000000	2534.0153808594
57626.0737682000	6371837.9375000000	2533.9343261719
57626.0760715300	6374248.1875000000	2535.3315429688
