Time [d]	Flux	Sigma
--------	----	-----
57625.7893237500	6043495.8125000000	2467.1147460938
57625.7916270800	6053893.6875000000	2469.0708007812
57625.7939304200	6064057.6875000000	2471.1882324219
57625.7962333800	6069071.3125000000	2472.1955566406
57625.7985367100	6065832.5625000000	2471.5507812500
57625.8008400500	6072697.6875000000	2472.8186035156
57625.8031433800	6070929.8750000000	2472.5839843750
57625.8054463400	6077778.1250000000	2474.4243164062
57625.8077496800	6074749.8750000000	2474.8515625000
57625.8100530100	6076806.5625000000	2476.7158203125
57625.8123563400	6076938.4375000000	2477.5444335938
57625.8144007900	5076368.6875000000	2267.0363769531
57625.8497289400	6075832.1250000000	2473.7539062500
57625.8520322700	6072252.2500000000	2472.9291992188
57625.8543352300	6071061.4375000000	2472.5900878906
57625.8566385700	6078027.8750000000	2473.9050292969
57625.8589419000	6077732.6875000000	2473.8239746094
57625.8612452300	6077850.1875000000	2473.8208007812
57625.8635482000	6075336.5000000000	2473.3635253906
57625.8658515300	6075903.6250000000	2473.4291992188
57625.8681548600	6078478.7500000000	2474.0852050781
57625.8704582000	6080148.9375000000	2474.4421386719
57625.8727611600	6080696.3750000000	2475.0751953125
57625.8750644900	6081857.8125000000	2476.6333007812
57625.8773678300	6076456.5000000000	2477.4140625000
57625.9159674600	6012637.3125000000	2461.1755371094
57625.9182704200	6014872.1250000000	2461.5842285156
57625.9205737500	6016984.6250000000	2461.8627929688
57625.9228770800	6018768.4375000000	2462.1787109375
57625.9251804200	6021053.0625000000	2462.8024902344
57625.9274833800	6018334.6875000000	2462.0498046875
57625.9297867100	6020876.0000000000	2462.6254882812
57625.9320900500	6017146.7500000000	2461.9511718750
57625.9343933800	6016928.9375000000	2461.8393554688
57625.9366963400	6014970.5625000000	2461.5312500000
57625.9389996800	6015524.8750000000	2462.2001953125
57625.9413030100	6015662.2500000000	2463.5856933594
57625.9436063400	6016969.0000000000	2465.1701660156
57625.9821941200	6015786.4375000000	2461.7773437500
57625.9844974600	6016940.9375000000	2461.8854980469
57625.9868007900	6017778.9375000000	2462.1379394531
57625.9891037500	6022290.3750000000	2462.9414062500
57625.9914070800	6026125.4375000000	2463.7282714844
57625.9937104200	6032303.8125000000	2464.9238281250
57625.9960137500	6035626.6875000000	2465.4748535156
57625.9983167100	6049515.8125000000	2468.4169921875
57626.0006200500	6059838.7500000000	2470.3886718750
57626.0029233800	6063122.9375000000	2471.0607910156
57626.0052267100	6071625.5000000000	2473.2004394531
57626.0075296800	6072249.6875000000	2475.0390625000
57626.0098330100	6072641.1875000000	2476.2685546875
57626.0484326400	6060785.6875000000	2470.9396972656
57626.0507359700	6065912.5000000000	2471.5544433594
57626.0530393100	6066847.4375000000	2471.7614746094
57626.0553422700	6068290.6875000000	2471.9108886719
57626.0576456000	6072334.5000000000	2472.9289550781
57626.0599489400	6070026.0625000000	2472.3315429688
57626.0622519000	6064827.5000000000	2471.2329101562
57626.0645552300	6073527.7500000000	2472.9965820312
57626.0668585700	6070391.1250000000	2472.4384765625
57626.0691619000	6074048.2500000000	2473.0971679688
57626.0714648600	6065070.3125000000	2471.8884277344
57626.0737682000	6070329.9375000000	2474.4807128906
57626.0760715300	6068971.5000000000	2475.3234863281
