Time [d]	Flux	Sigma
--------	----	-----
57625.7893237500	5442154.5000000000	2345.0078125000
57625.7916270800	5449314.0000000000	2346.4521484375
57625.7939304200	5454931.3125000000	2347.6145019531
57625.7962333800	5460958.0625000000	2348.9916992188
57625.7985367100	5461905.5000000000	2349.1860351562
57625.8008400500	5469508.6250000000	2350.7753906250
57625.8031433800	5468528.8125000000	2350.5720214844
57625.8054463400	5450964.6250000000	2347.2648925781
57625.8077496800	5471250.8750000000	2352.7180175781
57625.8100530100	5470398.9375000000	2353.9265136719
57625.8123563400	5471020.8125000000	2355.0561523438
57625.8144007900	4575044.6250000000	2155.8825683594
57625.8497289400	5466201.0625000000	2350.2128906250
57625.8520322700	5466057.3750000000	2350.0502929688
57625.8543352300	5467857.2500000000	2350.4533691406
57625.8566385700	5469399.4375000000	2350.6083984375
57625.8589419000	5467933.3750000000	2350.4963378906
57625.8612452300	5474093.6875000000	2351.5788574219
57625.8635482000	5474059.3125000000	2351.7587890625
57625.8658515300	5473046.7500000000	2351.4248046875
57625.8681548600	5471749.2500000000	2351.1918945312
57625.8704582000	5474617.5000000000	2352.0119628906
57625.8727611600	5480340.1875000000	2353.7687988281
57625.8750644900	5468543.8750000000	2352.8159179688
57625.8773678300	5471488.1250000000	2355.1591796875
57625.9159674600	5414249.8125000000	2339.4240722656
57625.9182704200	5418109.6875000000	2340.1801757812
57625.9205737500	5417333.6875000000	2339.8449707031
57625.9228770800	5416596.6875000000	2339.7287597656
57625.9251804200	5416582.9375000000	2339.6250000000
57625.9274833800	5411095.0000000000	2338.4638671875
57625.9297867100	5414638.3750000000	2339.3327636719
57625.9320900500	5421797.2500000000	2340.7338867188
57625.9343933800	5420416.1875000000	2340.5544433594
57625.9366963400	5419448.6875000000	2340.4624023438
57625.9389996800	5420159.0000000000	2341.0622558594
57625.9413030100	5416199.0625000000	2341.6223144531
57625.9436063400	5414272.0625000000	2342.6708984375
57625.9821941200	5414859.1875000000	2339.5517578125
57625.9844974600	5422949.1875000000	2341.0537109375
57625.9868007900	5419050.8125000000	2340.4548339844
57625.9891037500	5422613.1875000000	2340.9189453125
57625.9914070800	5423856.9375000000	2341.3059082031
57625.9937104200	5420386.5625000000	2340.6630859375
57625.9960137500	5431085.0000000000	2342.7973632812
57625.9983167100	5442471.7500000000	2345.0385742188
57626.0006200500	5453281.1250000000	2347.4028320312
57626.0029233800	5464418.6250000000	2349.7287597656
57626.0052267100	5469620.3125000000	2351.4040527344
57626.0075296800	5466846.7500000000	2352.6147460938
57626.0098330100	5467228.8750000000	2354.1791992188
57626.0484326400	5463396.9375000000	2349.7534179688
57626.0507359700	5463291.6250000000	2349.5261230469
57626.0530393100	5461366.1875000000	2349.1625976562
57626.0553422700	5463278.8125000000	2349.3750000000
57626.0576456000	5463389.9375000000	2349.4848632812
57626.0599489400	5462636.1250000000	2349.3291015625
57626.0622519000	5462789.1250000000	2349.2648925781
57626.0645552300	5465614.1250000000	2349.9458007812
57626.0668585700	5466117.5000000000	2350.1076660156
57626.0691619000	5461650.0000000000	2349.2592773438
57626.0714648600	5462095.8750000000	2349.8308105469
57626.0737682000	5461289.3125000000	2351.2736816406
57626.0760715300	5463758.4375000000	2352.9589843750
