Time [d]	Flux	Sigma
--------	----	-----
57449.4472013100	5037238.1250000000	2298.1828613281
57449.4495046500	5038950.5625000000	2298.3601074219
57449.4518079800	5048988.8125000000	2299.9240722656
57449.4541113100	5045253.5625000000	2298.8669433594
57449.4564142800	5052522.8125000000	2300.2243652344
57449.4587176100	5053527.2500000000	2300.4514160156
57449.4610209400	5053480.1250000000	2300.4296875000
57449.4633242800	5056453.8750000000	2301.1567382812
57449.4656272400	5055108.8750000000	2300.3232421875
57449.4676720500	4240178.5625000000	2108.5097656250
57449.5054305700	5053731.8750000000	2305.1787109375
57449.5077339100	5060238.4375000000	2305.1047363281
57449.5100372400	5055577.5000000000	2303.1843261719
57449.5123402000	5063898.3125000000	2304.2556152344
57449.5146435400	5059469.1250000000	2302.6364746094
57449.5169468700	5057596.5625000000	2302.1489257812
57449.5192502000	5059892.7500000000	2302.4536132812
57449.5215531700	5058125.8125000000	2301.7158203125
57449.5238565000	5063116.3750000000	2302.6708984375
57449.5261598300	5057484.6250000000	2301.6806640625
57449.5284631700	5062935.1875000000	2302.7102050781
57449.5307661300	5059884.1250000000	2301.7468261719
57449.5330694600	5056620.3125000000	2300.6643066406
57449.5716690900	5014832.8125000000	2296.2412109375
57449.5739724200	5007573.1875000000	2293.1784667969
57449.5762753900	5017185.3125000000	2294.6313476562
57449.5785787200	5012593.1875000000	2292.8090820312
57449.5808820500	5009126.8750000000	2291.6728515625
57449.5831853900	5013435.5625000000	2292.0002441406
57449.5854883500	5010492.2500000000	2291.1271972656
57449.5877916800	5015705.6250000000	2292.3693847656
57449.5900950200	5013883.7500000000	2292.2001953125
57449.5923983500	5010410.8750000000	2291.3537597656
57449.5947013100	5008607.8125000000	2291.1677246094
57449.5970046500	5006299.1250000000	2290.1071777344
57449.5993079800	5010713.5000000000	2290.6406250000
57449.6378957600	5005767.8750000000	2293.9941406250
57449.6401990900	5023257.3125000000	2296.4140625000
57449.6425024200	5009544.8750000000	2292.9375000000
57449.6448057600	5007707.2500000000	2291.6723632812
57449.6471087200	5009815.9375000000	2291.7451171875
57449.6494120500	5013903.2500000000	2292.2609863281
57449.6517153900	5014123.3125000000	2292.0275878906
57449.6540187200	5010944.4375000000	2291.2670898438
57449.6563216800	5007389.1875000000	2290.3984375000
57449.6586250200	5011391.6250000000	2291.6506347656
57449.6609283500	5012312.0000000000	2292.1018066406
57449.6632316800	5016561.5625000000	2292.2941894531
57449.6655346500	5012293.5000000000	2290.9628906250
57449.7041342800	5050508.5625000000	2305.1542968750
57449.7064376100	5054473.3750000000	2304.1982421875
57449.7087409400	5057898.0625000000	2303.5158691406
57449.7110439100	5053314.6250000000	2301.9345703125
57449.7133472400	5054578.0625000000	2301.8547363281
57449.7156505700	5059727.3125000000	2302.2570800781
57449.7179539100	5058057.6875000000	2301.5454101562
57449.7202568700	5055280.6250000000	2300.8894042969
57449.7225602000	5050490.5000000000	2300.0041503906
57449.7248635400	5056894.5625000000	2301.3676757812
57449.7271668700	5057102.3125000000	2301.6181640625
57449.7294698300	5055135.1875000000	2300.6823730469
