Time [d]	Flux	Sigma
--------	----	-----
57625.7893237500	4575573.5625000000	2182.5444335938
57625.7916270800	4584920.5625000000	2184.4309082031
57625.7939304200	4593477.7500000000	2186.6208496094
57625.7962333800	4599834.0625000000	2188.0463867188
57625.7985367100	4597587.0000000000	2187.6706542969
57625.8008400500	4601897.0625000000	2188.6887207031
57625.8031433800	4599803.2500000000	2188.0866699219
57625.8054463400	4607994.5625000000	2190.6335449219
57625.8077496800	4608754.6875000000	2191.9865722656
57625.8100530100	4610628.9375000000	2193.9970703125
57625.8123563400	4610430.7500000000	2195.0874023438
57625.8144007900	3868542.8750000000	2013.3203125000
57625.8497289400	4613258.3125000000	2191.4040527344
57625.8520322700	4611058.5625000000	2190.8383789062
57625.8543352300	4615619.3125000000	2191.6757812500
57625.8566385700	4612844.5625000000	2191.1108398438
57625.8589419000	4609638.6875000000	2190.3840332031
57625.8612452300	4611163.4375000000	2190.7746582031
57625.8635482000	4613312.5625000000	2191.2966308594
57625.8658515300	4610356.0625000000	2190.6198730469
57625.8681548600	4610615.9375000000	2190.5937500000
57625.8704582000	4612408.5625000000	2191.1950683594
57625.8727611600	4612810.3125000000	2192.0446777344
57625.8750644900	4615959.2500000000	2194.4670410156
57625.8773678300	4615807.5625000000	2196.1787109375
57625.9159674600	4572861.9375000000	2182.0866699219
57625.9182704200	4570426.3750000000	2181.3076171875
57625.9205737500	4574349.4375000000	2182.3740234375
57625.9228770800	4571740.6250000000	2181.6022949219
57625.9251804200	4572990.8125000000	2181.8330078125
57625.9274833800	4567122.6250000000	2180.4377441406
57625.9297867100	4569665.6875000000	2181.0466308594
57625.9320900500	4574190.6875000000	2182.1789550781
57625.9343933800	4569415.3125000000	2181.0864257812
57625.9366963400	4571128.1250000000	2181.4294433594
57625.9389996800	4570810.5625000000	2182.0910644531
57625.9413030100	4573416.3125000000	2184.2558593750
57625.9436063400	4577124.6250000000	2186.6196289062
57625.9821941200	4575907.8125000000	2182.8574218750
57625.9844974600	4572768.3750000000	2181.8105468750
57625.9868007900	4579726.3125000000	2183.5104980469
57625.9891037500	4575539.0625000000	2182.7072753906
57625.9914070800	4575314.7500000000	2182.4379882812
57625.9937104200	4576380.0000000000	2182.6430664062
57625.9960137500	4589528.2500000000	2185.5480957031
57625.9983167100	4592188.0000000000	2186.2714843750
57626.0006200500	4601647.6875000000	2188.5014648438
57626.0029233800	4609461.0625000000	2190.3967285156
57626.0052267100	4616023.8125000000	2192.6389160156
57626.0075296800	4616577.3750000000	2194.6049804688
57626.0098330100	4620712.6250000000	2196.9978027344
57626.0484326400	4616504.6250000000	2192.2099609375
57626.0507359700	4614341.0000000000	2191.5795898438
57626.0530393100	4615128.6250000000	2191.7058105469
57626.0553422700	4616871.0625000000	2191.9677734375
57626.0576456000	4620753.7500000000	2192.9448242188
57626.0599489400	4615827.9375000000	2191.5930175781
57626.0622519000	4618071.5625000000	2192.2312011719
57626.0645552300	4616590.0000000000	2191.9982910156
57626.0668585700	4614055.5000000000	2191.2978515625
57626.0691619000	4615664.5625000000	2191.7194824219
57626.0714648600	4614979.4375000000	2192.2033691406
57626.0737682000	4620082.5625000000	2195.2946777344
57626.0760715300	4622738.1250000000	2197.1123046875
