Time [d]	Flux	Sigma
--------	----	-----
57449.4472013100	5787614.1875000000	2426.7687988281
57449.4495046500	5793184.7500000000	2427.5717773438
57449.4518079800	5794542.8750000000	2427.5688476562
57449.4541113100	5796156.2500000000	2427.5090332031
57449.4564142800	5798359.5000000000	2427.8161621094
57449.4587176100	5800106.5625000000	2428.1691894531
57449.4610209400	5812792.3750000000	2430.7241210938
57449.4633242800	5805625.8750000000	2429.1569824219
57449.4656272400	5808202.5000000000	2429.3288574219
57449.4676720500	4857700.9375000000	2223.1313476562
57449.5054305700	5802859.5000000000	2433.0195312500
57449.5077339100	5802477.8125000000	2431.6411132812
57449.5100372400	5802353.3750000000	2430.7290039062
57449.5123402000	5803550.0000000000	2430.3054199219
57449.5146435400	5805262.6875000000	2430.0754394531
57449.5169468700	5802275.6875000000	2429.3261718750
57449.5192502000	5805708.0625000000	2429.7536621094
57449.5215531700	5805924.8750000000	2429.6853027344
57449.5238565000	5806011.6250000000	2429.5541992188
57449.5261598300	5807357.3750000000	2429.9130859375
57449.5284631700	5807876.8125000000	2430.0964355469
57449.5307661300	5804553.1875000000	2429.0131835938
57449.5330694600	5807170.8750000000	2429.0830078125
57449.5716690900	5747689.5625000000	2421.6750488281
57449.5739724200	5751182.5000000000	2420.9860839844
57449.5762753900	5750870.9375000000	2420.4123535156
57449.5785787200	5752027.3125000000	2419.7375488281
57449.5808820500	5750367.8750000000	2418.6892089844
57449.5831853900	5749011.8125000000	2418.3605957031
57449.5854883500	5748768.3750000000	2418.2302246094
57449.5877916800	5748920.5625000000	2418.2351074219
57449.5900950200	5752529.0000000000	2419.0231933594
57449.5923983500	5753223.0625000000	2419.2280273438
57449.5947013100	5746167.9375000000	2417.6477050781
57449.5970046500	5748521.6875000000	2417.6796875000
57449.5993079800	5753352.0625000000	2418.4985351562
57449.6378957600	5744897.2500000000	2420.8107910156
57449.6401990900	5747221.1875000000	2420.0676269531
57449.6425024200	5746823.8750000000	2419.2902832031
57449.6448057600	5745203.5625000000	2418.2756347656
57449.6471087200	5751473.8750000000	2418.9426269531
57449.6494120500	5747923.9375000000	2417.9782714844
57449.6517153900	5751962.2500000000	2418.5378417969
57449.6540187200	5753734.8750000000	2418.9252929688
57449.6563216800	5748886.4375000000	2418.0329589844
57449.6586250200	5750205.4375000000	2418.3479003906
57449.6609283500	5750438.4375000000	2418.5666503906
57449.6632316800	5755817.7500000000	2419.1093750000
57449.6655346500	5761945.9375000000	2420.2573242188
57449.7041342800	5793541.5625000000	2431.9675292969
57449.7064376100	5793581.6250000000	2430.1433105469
57449.7087409400	5792895.0000000000	2428.6948242188
57449.7110439100	5796954.5625000000	2429.0170898438
57449.7133472400	5797727.3750000000	2428.6115722656
57449.7156505700	5794807.3125000000	2427.9211425781
57449.7179539100	5800789.3125000000	2428.3867187500
57449.7202568700	5795939.5000000000	2427.5480957031
57449.7225602000	5796383.4375000000	2427.5659179688
57449.7248635400	5799544.0625000000	2428.1303710938
57449.7271668700	5795898.0000000000	2427.6298828125
57449.7294698300	5800128.1250000000	2428.0954589844
