Time [d]	Flux	Sigma
--------	----	-----
57449.4472013100	6095135.5625000000	2487.5576171875
57449.4495046500	6104299.1250000000	2489.1066894531
57449.4518079800	6106089.4375000000	2489.0888671875
57449.4541113100	6105542.6250000000	2488.8066406250
57449.4564142800	6110576.0000000000	2489.6208496094
57449.4587176100	6115673.7500000000	2490.4169921875
57449.4610209400	6123182.7500000000	2492.1398925781
57449.4633242800	6113306.0000000000	2489.8544921875
57449.4656272400	6117117.2500000000	2490.3754882812
57449.4676720500	5123873.4375000000	2280.9023437500
57449.5054305700	6105747.1250000000	2492.6992187500
57449.5077339100	6112845.9375000000	2492.7441406250
57449.5100372400	6114571.6875000000	2492.2622070312
57449.5123402000	6111813.2500000000	2491.1384277344
57449.5146435400	6116677.8125000000	2491.6376953125
57449.5169468700	6117388.6250000000	2491.6242675781
57449.5192502000	6117794.2500000000	2491.2722167969
57449.5215531700	6117334.8750000000	2491.0148925781
57449.5238565000	6116764.5000000000	2491.0527343750
57449.5261598300	6121849.8125000000	2491.9670410156
57449.5284631700	6115763.5000000000	2490.9052734375
57449.5307661300	6118290.0625000000	2490.8918457031
57449.5330694600	6114135.7500000000	2489.9658203125
57449.5716690900	6058956.5000000000	2483.2109375000
57449.5739724200	6059601.9375000000	2482.1533203125
57449.5762753900	6059377.4375000000	2481.5080566406
57449.5785787200	6054655.5000000000	2479.7233886719
57449.5808820500	6056103.8125000000	2479.5571289062
57449.5831853900	6056570.7500000000	2479.3251953125
57449.5854883500	6057131.8750000000	2479.3698730469
57449.5877916800	6055091.0000000000	2478.7937011719
57449.5900950200	6057359.0000000000	2479.4492187500
57449.5923983500	6057088.2500000000	2479.3305664062
57449.5947013100	6055757.1875000000	2479.1369628906
57449.5970046500	6054893.8750000000	2478.5600585938
57449.5993079800	6055647.1875000000	2478.5061035156
57449.6378957600	6052545.0625000000	2481.7961425781
57449.6401990900	6052407.7500000000	2480.5651855469
57449.6425024200	6051473.4375000000	2479.7177734375
57449.6448057600	6049065.3125000000	2478.7521972656
57449.6471087200	6051876.5625000000	2478.5822753906
57449.6494120500	6050532.7500000000	2478.1831054688
57449.6517153900	6053469.0625000000	2478.3598632812
57449.6540187200	6058606.9375000000	2479.4614257812
57449.6563216800	6061440.9375000000	2480.0654296875
57449.6586250200	6060575.0000000000	2480.0249023438
57449.6609283500	6063053.5625000000	2480.6157226562
57449.6632316800	6061723.5000000000	2479.8762207031
57449.6655346500	6060666.8125000000	2479.3005371094
57449.7041342800	6106605.5625000000	2493.7370605469
57449.7064376100	6100661.8750000000	2490.7001953125
57449.7087409400	6103222.1875000000	2490.1376953125
57449.7110439100	6106955.0625000000	2490.2097167969
57449.7133472400	6098770.5625000000	2488.0971679688
57449.7156505700	6109939.8750000000	2490.1347656250
57449.7179539100	6106000.6875000000	2488.7805175781
57449.7202568700	6104541.0000000000	2488.4667968750
57449.7225602000	6106856.3125000000	2488.8662109375
57449.7248635400	6110457.6875000000	2489.6379394531
57449.7271668700	6109793.6875000000	2489.5903320312
57449.7294698300	6102052.6875000000	2487.9001464844
