Time [d]	Flux	Sigma
--------	----	-----
57625.7893237500	5221192.9375000000	2298.4321289062
57625.7916270800	5230554.9375000000	2300.5161132812
57625.7939304200	5234873.6875000000	2301.3979492188
57625.7962333800	5239570.6875000000	2302.4370117188
57625.7985367100	5240742.0625000000	2302.5827636719
57625.8008400500	5239518.5000000000	2302.5625000000
57625.8031433800	5245525.5625000000	2303.7580566406
57625.8054463400	5229031.8125000000	2300.5366210938
57625.8077496800	5249831.5000000000	2306.4069824219
57625.8100530100	5252211.5000000000	2308.3374023438
57625.8123563400	5249976.2500000000	2308.7492675781
57625.8144007900	4384826.3750000000	2112.1936035156
57625.8497289400	5241862.9375000000	2303.1030273438
57625.8520322700	5245178.5000000000	2303.7172851562
57625.8543352300	5245142.8750000000	2303.5720214844
57625.8566385700	5250486.9375000000	2304.5910644531
57625.8589419000	5249988.9375000000	2304.7080078125
57625.8612452300	5252994.3750000000	2305.1955566406
57625.8635482000	5249190.5000000000	2304.4311523438
57625.8658515300	5247473.4375000000	2303.9328613281
57625.8681548600	5248946.5000000000	2304.4101562500
57625.8704582000	5254314.6875000000	2305.5756835938
57625.8727611600	5269098.9375000000	2309.5231933594
57625.8750644900	5251582.0000000000	2307.1520996094
57625.8773678300	5249270.8750000000	2308.6306152344
57625.9159674600	5193283.0625000000	2292.6682128906
57625.9182704200	5196745.5625000000	2293.3686523438
57625.9205737500	5197082.1875000000	2293.3701171875
57625.9228770800	5200427.3125000000	2294.1538085938
57625.9251804200	5201918.0625000000	2294.2641601562
57625.9274833800	5198764.3750000000	2293.8403320312
57625.9297867100	5198628.0000000000	2293.7102050781
57625.9320900500	5200233.2500000000	2293.9814453125
57625.9343933800	5198514.3125000000	2293.7263183594
57625.9366963400	5197613.5000000000	2293.6816406250
57625.9389996800	5199897.5625000000	2294.6201171875
57625.9413030100	5196920.5000000000	2295.4519042969
57625.9436063400	5195053.0000000000	2296.4934082031
57625.9821941200	5194187.8750000000	2292.9538574219
57625.9844974600	5196261.0000000000	2293.3618164062
57625.9868007900	5194625.8750000000	2292.9677734375
57625.9891037500	5201362.8750000000	2294.2956542969
57625.9914070800	5200841.1250000000	2294.1376953125
57625.9937104200	5203870.8125000000	2294.7761230469
57625.9960137500	5218323.8750000000	2297.8320312500
57625.9983167100	5224454.9375000000	2299.1667480469
57626.0006200500	5233891.9375000000	2301.2119140625
57626.0029233800	5240654.6875000000	2302.6584472656
57626.0052267100	5243504.2500000000	2303.9394531250
57626.0075296800	5248987.6875000000	2306.9208984375
57626.0098330100	5245774.5000000000	2307.5537109375
57626.0484326400	5236632.9375000000	2302.0781250000
57626.0507359700	5242103.4375000000	2303.0104980469
57626.0530393100	5238154.4375000000	2302.2280273438
57626.0553422700	5243785.4375000000	2303.2470703125
57626.0576456000	5240867.6875000000	2302.7778320312
57626.0599489400	5237083.6250000000	2301.7910156250
57626.0622519000	5241736.5000000000	2302.7009277344
57626.0645552300	5239194.4375000000	2302.4436035156
57626.0668585700	5246836.6250000000	2303.9924316406
57626.0691619000	5248908.9375000000	2304.2202148438
57626.0714648600	5241336.3125000000	2303.3295898438
57626.0737682000	5237879.3750000000	2304.4189453125
57626.0760715300	5242716.6250000000	2306.5534667969
