Time [d]	Flux	Sigma
--------	----	-----
57449.4472013100	93543458.2500000000	9821.0458984375
57449.4495046500	93621251.4375000000	9823.6396484375
57449.4518079800	93681546.2500000000	9824.9921875000
57449.4541113100	93755957.1875000000	9827.5224609375
57449.4564142800	93772820.4375000000	9827.9677734375
57449.4587176100	93826853.4375000000	9830.3623046875
57449.4610209400	93828422.0625000000	9830.5996093750
57449.4633242800	93857360.6250000000	9831.5878906250
57449.4656272400	93871728.6875000000	9831.0605468750
57449.4676720500	78657141.6875000000	9005.6142578125
57449.5054305700	93814465.8125000000	9847.3955078125
57449.5077339100	93827531.9375000000	9842.4013671875
57449.5100372400	93841667.5000000000	9839.6904296875
57449.5123402000	93873503.3125000000	9838.5673828125
57449.5146435400	93865358.1250000000	9836.3359375000
57449.5169468700	93874278.3750000000	9835.7802734375
57449.5192502000	93883199.4375000000	9835.5517578125
57449.5215531700	93904725.7500000000	9835.4169921875
57449.5238565000	93911129.0000000000	9835.4267578125
57449.5261598300	93903202.6250000000	9835.4150390625
57449.5284631700	93908017.1875000000	9835.5781250000
57449.5307661300	93892001.6875000000	9833.1015625000
57449.5330694600	93907937.6875000000	9832.9541015625
57449.5716690900	93006437.7500000000	9804.8916015625
57449.5739724200	93003885.6250000000	9799.6503906250
57449.5762753900	93002759.8125000000	9796.9169921875
57449.5785787200	93003002.1875000000	9794.0283203125
57449.5808820500	92992840.3125000000	9791.2568359375
57449.5831853900	93004038.5000000000	9790.4755859375
57449.5854883500	92982243.8125000000	9788.6562500000
57449.5877916800	92989222.0000000000	9789.1132812500
57449.5900950200	92980566.3125000000	9789.1718750000
57449.5923983500	92983804.5625000000	9789.2607421875
57449.5947013100	92971577.8125000000	9788.9121093750
57449.5970046500	92968982.1250000000	9786.9804687500
57449.5993079800	92977228.3750000000	9786.2324218750
57449.6378957600	92887378.3750000000	9798.2724609375
57449.6401990900	92944103.9375000000	9796.2470703125
57449.6425024200	92934307.7500000000	9793.2714843750
57449.6448057600	92938711.7500000000	9790.8125000000
57449.6471087200	92963776.3125000000	9789.8251953125
57449.6494120500	92966620.6250000000	9788.5390625000
57449.6517153900	92981188.8750000000	9788.4238281250
57449.6540187200	92999791.1875000000	9789.3789062500
57449.6563216800	93012153.2500000000	9789.8349609375
57449.6586250200	93040954.7500000000	9792.2333984375
57449.6609283500	93037447.1875000000	9792.5595703125
57449.6632316800	93069309.1250000000	9791.9804687500
57449.6655346500	93095651.1875000000	9792.1728515625
57449.7041342800	93719228.3125000000	9845.4003906250
57449.7064376100	93755137.6250000000	9840.0517578125
57449.7087409400	93771859.2500000000	9835.7812500000
57449.7110439100	93782895.5000000000	9834.1162109375
57449.7133472400	93776250.7500000000	9832.1503906250
57449.7156505700	93792448.0000000000	9831.0234375000
57449.7179539100	93791931.9375000000	9829.3544921875
57449.7202568700	93789174.3750000000	9828.9345703125
57449.7225602000	93786790.2500000000	9828.9013671875
57449.7248635400	93829225.9375000000	9831.2197265625
57449.7271668700	93780448.0000000000	9829.1767578125
57449.7294698300	93801322.4375000000	9828.7792968750
