Time [d]	Flux	Sigma
--------	----	-----
57449.4472013100	6008577.3750000000	2500.8532714844
57449.4495046500	6011863.3125000000	2501.0129394531
57449.4518079800	6008281.8750000000	2500.0979003906
57449.4541113100	6014259.0000000000	2500.8908691406
57449.4564142800	6021439.6875000000	2502.1770019531
57449.4587176100	6019853.6875000000	2501.7885742188
57449.4610209400	6019954.5000000000	2501.9243164062
57449.4633242800	6021956.1250000000	2502.1315917969
57449.4656272400	6021435.5000000000	2501.8557128906
57449.4676720500	5045900.2500000000	2292.0449218750
57449.5054305700	6020077.6875000000	2506.2124023438
57449.5077339100	6016082.0625000000	2504.0786132812
57449.5100372400	6028786.1875000000	2505.6923828125
57449.5123402000	6024089.1875000000	2504.2438964844
57449.5146435400	6020261.6875000000	2503.0925292969
57449.5169468700	6021469.5625000000	2502.8593750000
57449.5192502000	6022783.5625000000	2502.9685058594
57449.5215531700	6026482.8750000000	2503.2548828125
57449.5238565000	6026696.6250000000	2503.4318847656
57449.5261598300	6025651.8125000000	2503.2753906250
57449.5284631700	6024740.5000000000	2503.1242675781
57449.5307661300	6028110.3750000000	2503.4033203125
57449.5330694600	6035329.0000000000	2504.7558593750
57449.5716690900	5966937.3750000000	2495.1442871094
57449.5739724200	5972558.2500000000	2494.9587402344
57449.5762753900	5976630.0000000000	2495.2260742188
57449.5785787200	5965896.8750000000	2492.3188476562
57449.5808820500	5969761.5625000000	2492.5710449219
57449.5831853900	5961052.3750000000	2490.4492187500
57449.5854883500	5972185.6875000000	2492.5205078125
57449.5877916800	5966150.0000000000	2491.3339843750
57449.5900950200	5965827.2500000000	2491.3637695312
57449.5923983500	5962512.5625000000	2490.8813476562
57449.5947013100	5967494.9375000000	2491.8105468750
57449.5970046500	5966368.4375000000	2491.1120605469
57449.5993079800	5966444.3125000000	2490.9230957031
57449.6378957600	5965233.3750000000	2494.5812988281
57449.6401990900	5968227.0000000000	2493.9001464844
57449.6425024200	5961172.1875000000	2492.1359863281
57449.6448057600	5968424.8750000000	2492.7185058594
57449.6471087200	5965038.0000000000	2491.7060546875
57449.6494120500	5965108.7500000000	2491.0502929688
57449.6517153900	5967228.1875000000	2491.5080566406
57449.6540187200	5972140.1250000000	2492.3361816406
57449.6563216800	5968980.1875000000	2491.7478027344
57449.6586250200	5967558.1250000000	2491.7333984375
57449.6609283500	5971352.0625000000	2492.6655273438
57449.6632316800	5973854.6875000000	2492.5581054688
57449.6655346500	5972158.7500000000	2492.0214843750
57449.7041342800	6016220.5625000000	2506.0346679688
57449.7064376100	6021481.8125000000	2505.3486328125
57449.7087409400	6017044.5000000000	2503.5244140625
57449.7110439100	6021902.2500000000	2503.8293457031
57449.7133472400	6020128.7500000000	2502.9282226562
57449.7156505700	6016414.6250000000	2501.7431640625
57449.7179539100	6019995.8125000000	2502.0554199219
57449.7202568700	6019995.3750000000	2501.9499511719
57449.7225602000	6025459.2500000000	2503.0505371094
57449.7248635400	6021972.9375000000	2502.4091796875
57449.7271668700	6020289.9375000000	2502.2658691406
57449.7294698300	6018550.8750000000	2501.5744628906
