Time [d]	Flux	Sigma
--------	----	-----
57449.4472013100	4592818.1250000000	2198.9748535156
57449.4495046500	4602118.6875000000	2200.5966796875
57449.4518079800	4602314.1250000000	2200.4931640625
57449.4541113100	4620511.5000000000	2204.1811523438
57449.4564142800	4606864.6875000000	2200.8750000000
57449.4587176100	4611937.7500000000	2201.9375000000
57449.4610209400	4610347.5000000000	2201.7167968750
57449.4633242800	4610356.3125000000	2201.5583496094
57449.4656272400	4612606.6250000000	2201.7092285156
57449.4676720500	3865042.6562500000	2017.1837158203
57449.5054305700	4614190.8125000000	2207.4521484375
57449.5077339100	4614045.4375000000	2205.7233886719
57449.5100372400	4613201.8125000000	2204.5832519531
57449.5123402000	4614896.6250000000	2204.3466796875
57449.5146435400	4614556.6875000000	2203.6440429688
57449.5169468700	4616912.1250000000	2204.0495605469
57449.5192502000	4616751.3750000000	2203.8627929688
57449.5215531700	4616303.5000000000	2203.4213867188
57449.5238565000	4618852.0000000000	2203.7980957031
57449.5261598300	4620640.6875000000	2204.2653808594
57449.5284631700	4620507.9375000000	2204.1752929688
57449.5307661300	4615115.5625000000	2202.4887695312
57449.5330694600	4619314.8125000000	2203.2917480469
57449.5716690900	4575780.3750000000	2198.2790527344
57449.5739724200	4577365.3125000000	2197.0017089844
57449.5762753900	4577994.5000000000	2196.2885742188
57449.5785787200	4574851.9375000000	2194.8979492188
57449.5808820500	4577442.6875000000	2194.9755859375
57449.5831853900	4574277.2500000000	2193.8771972656
57449.5854883500	4571198.8750000000	2192.7263183594
57449.5877916800	4572392.6250000000	2193.0854492188
57449.5900950200	4573588.7500000000	2193.6606445312
57449.5923983500	4574912.0625000000	2193.8740234375
57449.5947013100	4576656.9375000000	2194.1916503906
57449.5970046500	4573994.8750000000	2193.1115722656
57449.5993079800	4576397.0000000000	2193.5202636719
57449.6378957600	4577247.5625000000	2198.2885742188
57449.6401990900	4571889.7500000000	2195.6367187500
57449.6425024200	4574786.1875000000	2195.7148437500
57449.6448057600	4577683.1875000000	2195.6381835938
57449.6471087200	4573161.1250000000	2193.9272460938
57449.6494120500	4573113.1875000000	2193.4555664062
57449.6517153900	4582192.1875000000	2195.3454589844
57449.6540187200	4574668.6250000000	2193.5173339844
57449.6563216800	4570343.4375000000	2192.7097167969
57449.6586250200	4577473.0625000000	2194.4699707031
57449.6609283500	4580006.0625000000	2195.0104980469
57449.6632316800	4580854.1250000000	2194.7578125000
57449.6655346500	4583093.1875000000	2194.9348144531
57449.7041342800	4613536.1250000000	2208.1159667969
57449.7064376100	4614018.8125000000	2206.0478515625
57449.7087409400	4617611.5625000000	2205.5473632812
57449.7110439100	4615499.5000000000	2204.4543457031
57449.7133472400	4616227.9375000000	2204.2416992188
57449.7156505700	4620770.5000000000	2204.6142578125
57449.7179539100	4616272.7500000000	2203.1125488281
57449.7202568700	4618036.5000000000	2203.4987792969
57449.7225602000	4616476.4375000000	2203.1716308594
57449.7248635400	4617600.8750000000	2203.5534667969
57449.7271668700	4616498.8125000000	2203.2075195312
57449.7294698300	4614861.5625000000	2202.4453125000
