Time [d]	Flux	Sigma
--------	----	-----
57449.4472013100	5197262.6875000000	2304.6223144531
57449.4495046500	5200646.7500000000	2305.0910644531
57449.4518079800	5200201.5625000000	2304.5297851562
57449.4541113100	5203323.1875000000	2305.0749511719
57449.4564142800	5208669.1875000000	2305.9865722656
57449.4587176100	5207613.5000000000	2305.8137207031
57449.4610209400	5211264.6875000000	2306.4560546875
57449.4633242800	5212120.8125000000	2306.6301269531
57449.4656272400	5212523.7500000000	2306.3681640625
57449.4676720500	4366395.6875000000	2111.9167480469
57449.5054305700	5207565.5625000000	2310.1660156250
57449.5077339100	5210539.5000000000	2309.4035644531
57449.5100372400	5206408.5625000000	2307.6352539062
57449.5123402000	5214247.9375000000	2308.3872070312
57449.5146435400	5214614.8125000000	2308.0844726562
57449.5169468700	5213532.9375000000	2307.6577148438
57449.5192502000	5214318.2500000000	2307.6499023438
57449.5215531700	5215241.3750000000	2307.5969238281
57449.5238565000	5215805.9375000000	2307.6110839844
57449.5261598300	5217248.6875000000	2308.0222167969
57449.5284631700	5216382.1875000000	2307.8171386719
57449.5307661300	5216618.6250000000	2307.4099121094
57449.5330694600	5219082.1250000000	2307.8498535156
57449.5716690900	5165732.4375000000	2300.6657714844
57449.5739724200	5170076.0625000000	2300.4433593750
57449.5762753900	5168446.0625000000	2299.2839355469
57449.5785787200	5167844.4375000000	2298.4812011719
57449.5808820500	5163163.4375000000	2296.7871093750
57449.5831853900	5162215.1250000000	2296.6423339844
57449.5854883500	5166361.8750000000	2296.9011230469
57449.5877916800	5162830.1250000000	2296.3168945312
57449.5900950200	5158983.8750000000	2295.7385253906
57449.5923983500	5166882.5000000000	2297.3649902344
57449.5947013100	5163688.5000000000	2296.7187500000
57449.5970046500	5167106.9375000000	2297.1345214844
57449.5993079800	5162836.4375000000	2295.6975097656
57449.6378957600	5150875.1250000000	2297.4851074219
57449.6401990900	5162168.3750000000	2298.5266113281
57449.6425024200	5159428.3125000000	2297.3181152344
57449.6448057600	5164982.1875000000	2298.0429687500
57449.6471087200	5161605.8750000000	2296.5368652344
57449.6494120500	5157347.1875000000	2295.3681640625
57449.6517153900	5163581.9375000000	2296.4418945312
57449.6540187200	5160073.5000000000	2295.7292480469
57449.6563216800	5162778.2500000000	2296.3427734375
57449.6586250200	5167678.8750000000	2297.5935058594
57449.6609283500	5167341.9375000000	2297.8227539062
57449.6632316800	5168656.5625000000	2297.3259277344
57449.6655346500	5173889.7500000000	2298.2617187500
57449.7041342800	5199097.3125000000	2309.1035156250
57449.7064376100	5203704.0625000000	2308.3088378906
57449.7087409400	5207125.3125000000	2307.5153808594
57449.7110439100	5206614.3125000000	2307.0761718750
57449.7133472400	5206502.2500000000	2306.5136718750
57449.7156505700	5205053.2500000000	2305.7436523438
57449.7179539100	5205528.0625000000	2305.4287109375
57449.7202568700	5207104.1250000000	2305.7812500000
57449.7225602000	5211498.8750000000	2306.6647949219
57449.7248635400	5206015.3750000000	2305.4833984375
57449.7271668700	5202674.5625000000	2304.8784179688
57449.7294698300	5206739.5625000000	2305.5124511719
